#: table_doi: 10.17182/hepdata.113470.v1/t20
#: name: Fig 5b unbinned
#: description: Mass distributions for selected $D^+ D^0 \pi^+$ candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_5b_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^0 \pi^+}$ [MEV],Weight []
4005.57136,1.72616
4005.63145,1.5271
4005.66053,0.98249
4005.7497,1.12173
4005.79882,-0.62706
4005.82314,1.61562
4005.91135,-0.79076
4005.96571,1.7206
4006.05679,0.80065
4006.06442,0.80984
4006.10066,1.68327
4006.12068,1.59106
4006.23894,0.3444
4006.34956,1.55118
4006.35958,1.07625
4006.36911,-0.30587
4006.38342,-0.62161
4006.47497,-0.75084
4006.51932,-1.7652
4006.6185,-0.56671
4006.65712,1.52904
4006.72197,1.05925
4006.73246,0.58107
4006.74009,1.54769
4006.7811,-0.57083
4006.82259,1.27933
4006.82878,-0.10998
4006.87981,-0.17423
4006.89888,-0.38439
4006.91557,1.4858
4006.95753,-0.31654
4007.11727,1.60324
4007.16305,-0.68315
4007.26318,1.60626
4007.30753,0.43996
4007.41577,0.55881
4007.58743,-0.48474
4007.74384,1.03664
4007.84111,0.10198
4007.9031,1.34462
4007.91025,1.65096
4007.95269,1.52431
4008.01516,-0.60381
4008.04996,1.16994
4008.08764,1.69093
4008.14342,1.64621
4008.22782,1.64971
4008.286,-0.754
4008.38995,0.39034
4008.42714,0.02944
4008.43048,0.03363
4008.4672,-0.69302
4008.54826,0.38999
4008.55303,-0.15155
4008.5845,-0.52703
4008.66652,-0.44751
4008.72612,1.71526
4008.86297,-0.57852
4008.94404,-0.62443
4009.06277,1.15707
4009.11379,1.70627
4009.16004,-0.76152
4009.18102,-0.67753
4009.20963,-0.06089
4009.29451,-0.6913
4009.49001,-0.88254
4009.59253,0.05259
4009.60255,1.45118
4009.7065,-0.17343
4009.86576,0.29489
4009.87482,1.604
4009.97496,1.71211
4010.11229,1.61351
4010.11801,1.11477
4010.15711,1.49657
4010.23006,-0.69404
4010.31542,1.57022
4010.45799,1.05385
4010.49042,-0.49883
4010.50329,-0.61536
4010.51283,0.02347
4010.58149,1.33792
4010.63824,1.63337
4010.69546,1.57839
4010.83088,1.11202
4010.84375,1.54657
4010.9024,1.63337
4010.9458,1.56421
4010.94723,1.59632
4010.95247,1.01371
4010.99634,0.43615
4011.01828,0.72558
4011.05213,1.64971
4011.05976,1.4338
4011.15036,1.0909
4011.21664,1.51193
4011.29389,-0.61536
4011.34825,1.59558
4011.34872,1.26374
4011.43408,-0.20934
4011.53612,0.04762
4011.5571,0.09271
4011.69538,-0.73823
4011.80983,1.66056
4011.96241,1.55763
4011.97386,1.4482
4011.97815,-0.47257
4011.98769,1.63337
4012.11309,1.13117
4012.12406,1.1982
4012.13741,1.39575
4012.1479,-0.50332
4012.16602,0.33946
4012.23707,-0.7525
4012.27188,0.5215
4012.36105,1.66162
4012.3806,-0.76359
4012.41779,-0.75638
4012.42113,1.21005
4012.5289,-0.58877
4012.55608,-0.40545
4012.62951,-0.67178
4012.63762,1.59528
4012.66432,0.80235
4012.66909,1.50608
4012.67767,0.83931
4012.69531,-0.32869
4012.82883,1.46787
4012.91513,-0.74269
4013.0353,1.68086
4013.09824,0.68773
4013.1793,1.52045
4013.19408,0.27532
4013.22174,0.88819
4013.24129,-0.61871
4013.28087,1.71159
4013.2947,0.35509
4013.47351,1.65013
4013.5355,-0.66868
4013.53645,0.45822
4013.56983,0.55209
4013.61656,0.66234
4013.62658,-0.57655
4013.68141,1.1707
4013.74722,1.42837
4013.89599,1.71953
4013.95464,0.50553
4014.17589,1.42419
4014.31847,0.95501
4014.37807,0.83458
4014.46295,1.72669
4014.678,1.54299
4014.6985,1.4446
4014.76288,-0.21424
4014.76336,1.56421
4014.77766,1.70524
4014.79149,0.85701
4014.81914,1.12504
4014.86254,1.50874
4014.86254,1.62999
4014.86444,1.70832
4014.8654,1.22735
4014.98795,0.23532
4015.01036,0.79036
4015.01989,-0.06147
4015.07902,-0.33997
4015.18631,0.13233
4015.20157,1.59699
4015.2216,1.16514
4015.24639,-0.64785
4015.2669,1.24775
4015.42378,-0.53638
4015.44952,0.5126
4015.46049,-1.46303
4015.47337,1.68329
4015.47575,1.27379
4015.48672,1.53295
4015.53297,0.41849
4015.62118,-0.57687
4015.68413,-0.01536
4015.76233,-0.24379
4015.79666,-0.53942
4015.80524,0.93412
4015.81716,-0.73539
4015.872,0.75318
4015.90776,-0.77394
4015.9688,-0.20944
4016.05415,1.6902
4016.12234,-0.74504
4016.12997,-0.635
4016.23297,1.1764
4016.30354,1.6385
4016.33692,1.70627
4016.34026,-0.61785
4016.37125,-0.56948
4016.37793,1.64112
4016.44516,1.6135
4016.4547,1.17293
4016.45517,0.194
4016.47854,-0.48815
4016.48855,1.36146
4016.57867,-0.47421
4016.65115,0.8769
4016.67404,-0.11808
4016.75367,-0.57997
4016.79134,1.61617
4016.81566,-0.73856
4016.88623,-0.59752
4016.98923,1.43152
4017.05074,0.80294
4017.05742,-0.5593
4017.07888,1.67248
4017.0989,-0.54366
4017.11082,-0.31422
4017.17854,0.36078
4017.29631,0.5381
4017.32826,1.442
4017.46845,1.71149
4017.56859,1.13362
4017.67969,-0.34087
4017.71498,-0.7342
4017.72308,0.83732
4017.7455,-0.56521
4017.88044,-0.76319
4017.89093,-4.03253
4017.96246,-0.59445
4018.0316,1.18963
4018.05401,0.84096
4018.06974,-0.29427
4018.08929,1.38244
4018.12124,-0.59808
4018.17846,-0.33509
4018.28718,1.6416
4018.34106,-0.52183
4018.41021,1.02529
4018.43977,1.58624
4018.4989,1.35908
4018.56327,-0.33997
4018.6944,-0.40189
4018.74733,1.51051
4018.75067,1.70236
4018.77785,-0.52937
4018.78929,1.67993
4018.91947,1.00825
4018.94379,0.75376
4019.04535,0.30919
4019.05441,0.80585
4019.23323,-0.57685
4019.26708,1.60664
4019.32621,1.45065
4019.33384,1.32468
4019.5303,1.69677
4019.54174,-0.23526
4019.57798,1.60507
4019.7773,-0.71928
4019.78445,-0.59899
4019.81926,1.7109
4019.83213,1.55104
4019.9647,1.39171

