#: table_doi: 10.17182/hepdata.113470.v1/t19
#: name: Fig 5a unbinned
#: description: Mass distributions for selected $D^+ D^+$ candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_5a_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^+}$ [MEV],Weight []
3802.34289,0.14748
3802.36149,-0.63409
3802.37865,0.00944
3802.39153,0.04224
3802.41036,0.73005
3802.45614,-0.01103
3802.45781,-0.12543
3802.48475,-0.1034
3802.50549,-0.04516
3802.51956,0.08586
3802.55771,0.14921
3802.5682,0.12102
3802.58226,1.4307
3802.59132,1.19791
3802.60825,0.03584
3802.61397,1.55217
3802.62375,-0.55329
3802.62518,-0.68548
3802.64831,-0.14814
3802.64998,-0.07851
3802.66523,-0.55215
3802.68312,0.0696
3802.68931,-0.06358
3802.70171,1.2894
3802.7072,-0.08827
3802.72102,0.1531
3802.74987,-0.71017
3802.75416,-0.79721
3802.76775,0.06591
3802.77872,-0.32816
3802.7935,0.52973
3802.82378,-0.41707
3802.85048,0.1328
3802.85549,0.14961
3802.87504,-0.44956
3802.87766,-0.2594
3802.91867,0.16899
3802.92845,0.51106
3802.9294,0.15278
3802.94895,0.12277
3802.96802,-0.25386
3802.984,0.41379
3803.00617,0.15891
3803.01237,0.10797
3803.01786,0.02778
3803.05219,1.41248
3803.05409,-0.55143
3803.05552,0.15482
3803.0777,-0.62762
3803.10893,0.058
3803.12133,0.03668
3803.12538,1.47022
3803.12681,0.14603
3803.1354,-0.70844
3803.13921,-0.68517
3803.13992,-0.39089
3803.16663,0.35348
3803.17187,-0.72748
3803.18022,0.87347
3803.1981,0.15464
3803.2167,0.06902
3803.22003,-0.03759
3803.22123,-0.45287
3803.23124,0.15146
3803.23458,0.15477
3803.25198,0.13453
3803.25627,1.23265
3803.28393,0.89616
3803.28965,0.15698
3803.29871,0.1589
3803.29895,0.13672
3803.29919,-0.03652
3803.30396,0.15284
3803.30753,0.021
3803.30777,0.15058
3803.32184,0.15821
3803.33352,0.74184
3803.34258,-0.56117
3803.34759,0.04731
3803.35283,0.15308
3803.35665,0.15758
3803.35665,1.358
3803.38407,-0.09567
3803.39456,0.7885
3803.39742,0.1591
3803.39837,-0.54214
3803.40338,0.0477
3803.41482,-0.16998
3803.4277,0.10015
3803.4296,-0.47381
3803.44963,-0.03335
3803.45392,1.30541
3803.45774,0.35408
3803.45941,-0.13477
3803.47014,-0.46707
3803.478,-0.71088
3803.48921,-0.48991
3803.49255,-0.65965
3803.52664,-0.66265
3803.53212,-0.09299
3803.53642,0.04589
3803.58911,-0.4597
3803.59149,0.1591
3803.59721,0.15917
3803.60341,0.12872
3803.60627,0.15882
3803.62129,-0.4584
3803.64013,-0.03621
3803.65896,0.15893
3803.66564,1.57207
3803.67446,0.08279
3803.69759,-0.26557
3803.71308,0.72247
3803.71475,0.04949
3803.72572,0.3846
3803.7281,1.56549
3803.74026,0.15767
3803.74789,0.13494
3803.76291,-0.13433
3803.77936,0.78441
3803.78699,0.02802
3803.80654,0.14103
3803.80964,-0.62202
3803.81131,0.10863
3803.81274,-0.27424
3803.81727,0.18328
3803.82037,0.15932
3803.85566,-0.54907
3803.87974,0.14372
3803.88522,0.11122
3803.89571,0.62043
3803.90978,-0.24603
3803.91312,-0.72511
3803.91359,-0.60137
3803.94173,0.18977
3803.9453,0.15896
3803.97081,0.01748
3803.9844,1.43893
3803.9844,0.05532
3803.99776,-0.60575
3804.02899,0.0396
3804.0328,-0.08666
3804.04663,0.13166
3804.04949,-0.67455
3804.07429,0.1588
3804.08931,0.87928
3804.0967,0.15919
3804.13938,0.14838
3804.14891,-0.569
3804.1501,-0.00288
3804.1501,-0.22268
3804.1544,0.02217
3804.16274,0.14973
3804.19278,0.14861
3804.19564,-0.49761
3804.2028,-0.40119
3804.20423,0.07444
3804.22282,-0.138
3804.245,-0.67277
3804.24547,0.46667
3804.29077,1.51108
3804.29769,0.01587
3804.32081,-0.45352
3804.33345,1.10828
3804.33846,0.16625
3804.34847,0.15918
3804.36158,0.14554
3804.36277,0.89931
3804.37088,-0.25367
3804.37779,0.09407
3804.38352,0.11473
3804.39711,-0.47352
3804.39806,1.13637
3804.40021,0.01623
3804.41856,0.15168
3804.41928,0.15768
3804.44884,0.15235
3804.45218,0.1493
3804.47698,1.47968
3804.49367,0.15936
3804.50225,-0.54856
3804.50702,-0.01109
3804.53563,-0.15395
3804.5485,0.14276
3804.60072,-0.69569
3804.61407,-0.15754
3804.61693,0.14638
3804.64625,0.14743
3804.64768,0.06574
3804.65245,-0.19075
3804.65245,-0.63715
3804.65865,0.52925
3804.66223,-0.47653
3804.66414,1.28005
3804.67534,1.03178
3804.67844,0.0812
3804.67916,-0.54079
3804.69441,0.15803
3804.69561,1.53981
3804.69632,0.13874
3804.70872,0.14718
3804.71063,0.15891
3804.75807,0.15883
3804.76165,0.1537
3804.79169,0.02795
3804.80027,-0.25957
3804.80909,1.14625
3804.81768,-0.04066
3804.83746,-0.2759
3804.84819,1.11149
3804.85201,-0.79673
3804.8532,-0.1344
3804.8594,-0.11557
3804.86751,1.33915
3804.87728,-0.14002
3804.88276,0.14614
3804.8985,0.01829
3804.90947,0.156
3804.919,-0.40871
3804.9469,-0.48131
3804.94833,0.85219
3804.9705,0.63834
3804.97527,-0.04679
3804.97599,-0.57227
3805.0003,0.13884
3805.0003,-0.00036
3805.05133,0.07191
3805.05586,-0.2345
3805.09663,-0.34838
3805.16887,0.15211
3805.17697,0.12561
3805.18031,0.00884
3805.19772,0.08297
3805.23586,0.15888
3805.24111,0.06235
3805.24898,0.15891
3805.26519,0.078
3805.27854,0.15268
3805.28188,1.49482
3805.28355,-0.07583
3805.28426,-0.58597
3805.28927,-0.64056
3805.2969,0.15914
3805.33743,1.20785
3805.38249,-0.28224
3805.40371,1.41756
3805.42421,0.15803
3805.42493,-0.42901
3805.43304,-0.07851
3805.43399,0.15152
3805.444,0.14144
3805.44972,-0.49113
3805.4738,1.38336
3805.48906,1.29141
3805.48954,0.08409
3805.50337,-0.45142
3805.50623,0.09268
3805.51076,0.15801
3805.53293,0.15308
3805.56989,1.55628
3805.58538,1.468
3805.61614,0.14903
3805.6488,1.44902
3805.69148,0.12448
3805.69243,0.33678
3805.69482,0.08138
3805.71866,0.12015
3805.72677,-0.16471
3805.7332,-0.33825
3805.74465,0.15455
3805.75585,0.15086
3805.75681,1.5973
3805.78017,-0.64749
3805.78709,-0.47429
3805.79186,-0.57999
3805.83262,0.9861
3805.83835,0.07543
3805.85456,-0.41785
3805.85623,0.13724
3805.861,1.38324
3805.86886,0.13785
3805.88484,0.01166
3805.89533,0.72168
3805.92871,-0.54396
3805.95231,-0.50596
3805.98307,1.07661
3806.02598,0.1308
3806.0298,1.46401
3806.04458,0.14623
3806.04553,0.15929
3806.04839,1.58014
3806.06842,1.41726
3806.0739,-0.59313
3806.07915,0.0084
3806.0832,-0.36463
3806.10943,-0.03828
3806.12159,-0.31335
3806.15807,0.14864
3806.2017,0.3822
3806.21481,0.10131
3806.2706,0.15867
3806.27441,-0.34523
3806.27799,-0.14965
3806.30994,0.13028
3806.31089,0.15898
3806.31304,1.43621
3806.33831,-0.14405
3806.34117,1.5297
3806.34904,0.15629
3806.35285,1.0554
3806.36668,0.06465
3806.37503,0.09119
3806.3848,0.69491
3806.38933,0.10526
3806.39577,-0.33624
3806.40316,-0.01035
3806.4239,1.58083
3806.42748,-0.30025
3806.43511,0.15852
3806.4363,0.15164
3806.44584,1.40469
3806.44679,0.13133
3806.44941,-0.00697
3806.45251,0.11281
3806.45585,1.53596
3806.47874,0.02754
3806.49185,-0.13315
3806.49543,0.09394
3806.50926,0.71186
3806.51092,-0.16583
3806.51092,0.1588
3806.51474,-0.12143
3806.54216,-0.01233
3806.54764,-0.28858
3806.55003,-0.09879
3806.57649,0.15899
3806.57864,-0.27529
3806.62465,0.15809
3806.64539,-0.60681
3806.65207,1.1357
3806.66947,0.23714
3806.68926,0.14693
3806.6926,-0.21936
3806.72812,-0.11954
3806.74768,1.46758
3806.75793,-0.33516
3806.77176,0.15544
3806.7925,-0.31122
3806.82015,0.15873
3806.82778,0.11634
3806.84042,-0.18462
3806.8459,-0.06289
3806.86283,-0.73145
3806.86832,-0.65898
3806.89907,1.53848
3806.91934,0.02321
3806.92649,-0.70022
3806.92864,1.32114
3806.93006,-0.70492
3806.93364,0.03671
3806.93674,0.15613
3806.96106,0.08529
3806.99325,0.02517
3807.0004,-0.62442
3807.02758,-0.61142
3807.03068,0.1038
3807.0879,0.90403
3807.1003,-0.03676
3807.12414,-0.64598
3807.12557,1.27053
3807.12652,0.10182
3807.13129,0.11653
3807.13344,0.08785
3807.1394,-0.28049
3807.14059,1.23237
3807.15322,-0.26279
3807.18756,-0.37486
3807.20377,0.64467
3807.2052,-0.50506
3807.21044,-0.03301
3807.21402,-0.0942
3807.24359,-0.16329
3807.26004,0.12678
3807.2722,0.0406
3807.29413,1.41444
3807.31797,0.15442
3807.32083,0.84578
3807.32989,0.15806
3807.33514,0.07425
3807.33514,-0.61709
3807.33848,1.38399
3807.35993,1.4901
3807.38163,0.15532
3807.39284,1.28348
3807.43241,0.15161
3807.441,-0.02086
3807.446,-0.68542
3807.46508,1.22734
3807.46984,0.1501
3807.48749,0.15069
3807.49869,-0.42783
3807.50656,-0.57283
3807.50871,-0.14699
3807.55377,0.05831
3807.5633,0.15942
3807.58405,-0.57829
3807.62339,0.15521
3807.63793,-0.01537
3807.66439,0.15739
3807.68108,0.02904
3807.69229,-0.41565
3807.71089,0.15926
3807.71136,1.30805
3807.72877,0.15933
3807.76358,0.2326
3807.80125,-0.36356
3807.83987,-0.7544
3807.85394,-0.34112
3807.85513,1.21406
3807.87945,-0.17279
3807.90091,1.28075
3807.904,0.1572
3807.91044,-0.57338
3807.9145,1.44672
3807.92475,0.22531
3807.93595,1.47383
3807.94168,-0.18621
3807.94811,-0.30722
3807.96552,1.10778
3807.97625,1.11039
3807.99007,-0.35108
3807.9977,-0.24661
3808.0256,0.04632
3808.0368,1.19222
3808.04563,-0.1161
3808.04872,-0.36191
3808.07352,0.12175
3808.07686,-0.09578
3808.08353,1.16374
3808.08401,1.2667
3808.0883,0.95494
3808.0945,0.92752
3808.11262,0.1582
3808.11405,0.14758
3808.14218,0.83349
3808.14982,-0.73846
3808.20608,0.15855
3808.20632,0.026
3808.22516,0.06058
3808.22658,-0.19702
3808.23874,1.5603
3808.24184,-0.03516
3808.25686,-0.54369
3808.26378,0.15742
3808.27141,0.51429
3808.27212,-0.55507
3808.27308,1.45894
3808.28643,-0.11207
3808.29358,0.15888
3808.30383,0.14531
3808.34627,-0.68073
3808.35366,-0.74408
3808.35652,0.3075
3808.36368,0.15845
3808.36773,0.1295
3808.37655,0.97031
3808.37989,-0.06113
3808.38108,0.39584
3808.41541,-0.71908
3808.42924,-0.23215
3808.43043,-0.17483
3808.43353,-0.64306
3808.43806,0.0794
3808.44259,0.368
3808.44474,-0.7315
3808.46548,-0.11811
3808.46715,-0.29334
3808.47216,-0.61685
3808.47263,0.07641
3808.47478,0.15759
3808.4898,-0.45371
3808.49838,-0.65792
3808.50887,-0.01355
3808.51912,-0.07896
3808.52532,-0.78974
3808.53248,-0.06858
3808.56609,0.13909
3808.56776,0.05995
3808.57205,0.50315
3808.64334,-0.26433
3808.65955,0.15936
3808.6741,0.15839
3808.68292,0.03627
3808.69102,0.01724
3808.71797,1.2124
3808.7368,0.11246
3808.75444,0.04338
3808.7573,1.59
3808.76327,-0.34738
3808.76565,0.12474
3808.78067,-0.24961
3808.78758,-0.49401
3808.79235,0.15879
3808.82192,0.15939
3808.86126,0.15442
3808.87294,-0.71699
3808.90107,-0.06228
3808.91013,0.07557
3808.95686,-0.77336
3808.97403,1.32707
3808.99024,0.13395
3809.00383,-0.11641
3809.00741,0.20743
3809.04412,-0.49612
3809.06415,-0.25508
3809.07679,0.10238
3809.08799,0.11405
3809.11064,1.17889
3809.11326,1.5947
3809.12757,0.94263
3809.13305,0.03035
3809.14545,-0.15492
3809.15308,0.5415
3809.15976,0.5224
3809.17859,-0.70622
3809.18384,-0.00449
3809.19004,0.07083
3809.19933,0.12908
3809.20839,0.05246
3809.22365,0.1572
3809.22627,0.03482
3809.22842,1.2641
3809.24654,0.14843
3809.26156,0.09582
3809.26657,-0.76495
3809.27563,1.44049
3809.27706,-0.09823
3809.28016,1.29308
3809.29398,1.05033
3809.29995,1.29797
3809.32045,1.26544
3809.34668,0.97714
3809.35001,-0.60749
3809.3667,0.1144
3809.37242,-0.30221
3809.3915,1.19307
3809.40437,-0.0391
3809.41534,0.12075
3809.42249,0.89029
3809.43966,1.54062
3809.4523,0.15706
3809.45826,0.15941
3809.46326,-0.03008
3809.46588,-0.46532
3809.50332,-0.50706
3809.51285,-0.6665
3809.51953,-0.74134
3809.52907,0.1305
3809.5386,0.1547
3809.55839,-0.59493
3809.55911,-0.6188
3809.56745,0.10289
3809.5758,-0.70398
3809.59177,-0.66866
3809.59845,1.52826
3809.61514,0.05782
3809.63206,1.35374
3809.6602,-0.07764
3809.66473,0.09799
3809.6664,-0.57422
3809.67784,0.09983
3809.69024,-0.28597
3809.69429,0.1594
3809.73101,0.56132
3809.7446,-0.1262
3809.75413,-0.08954
3809.80468,1.12306
3809.80516,1.08203
3809.80587,1.05129
3809.81398,-0.46574
3809.82375,0.12232
3809.83496,0.15666
3809.83877,-0.31054
3809.84426,-0.34634
3809.85975,1.60083
3809.89003,0.38829
3809.89575,-0.5953
3809.90314,-0.46342
3809.90529,1.40888
3809.91197,-0.38044
3809.9277,0.15908
3809.94773,0.14319
3809.96013,0.14997
3809.98135,-0.57547
3809.98492,0.15261
3809.98898,-0.12114
3810.00638,0.15916
3810.00948,0.11077
3810.01639,0.22982
3810.02832,-0.01695
3810.03737,0.9626
3810.04286,-0.12583
3810.05216,0.05917
3810.06598,0.15923
3810.07075,0.12129
3810.07814,0.733
3810.0903,-0.03637
3810.10652,-0.66945
3810.12917,0.54673
3810.13084,0.67892
3810.16994,0.15547
3810.17327,1.31199
3810.19139,0.07186
3810.21357,-0.37232
3810.2262,-0.57332
3810.22716,0.00505
3810.22716,1.57245
3810.24027,-0.46469
3810.25267,0.14302
3810.2572,1.60446
3810.26149,0.15889
3810.27556,0.0971
3810.27746,0.15767
3810.28581,-0.39635
3810.29415,0.98736
3810.29439,-0.61753
3810.29749,-0.77735
3810.30297,-0.19744
3810.31227,-0.68968
3810.32634,0.10781
3810.34923,0.03171
3810.36282,-0.37182
3810.36663,0.1261
3810.37331,1.58568
3810.37641,-0.05127
3810.37784,-0.03004
3810.38856,0.84814
3810.39023,0.15942
3810.39262,-0.42308
3810.39572,0.1578
3810.40168,-0.72347
3810.40382,0.15941
3810.41288,0.14
3810.42552,-0.34001
3810.44269,1.43284
3810.44793,0.052
3810.45628,0.69742
3810.49418,-0.47869
3810.49562,-0.07977
3810.51064,0.159
3810.51707,1.37828
3810.5247,-0.07511
3810.52732,-0.45794
3810.55307,1.47485
3810.6544,0.15765
3810.65798,1.19923
3810.65917,1.5486
3810.66036,-0.10109
3810.68206,1.04234
3810.72068,0.15243
3810.72974,-0.37117
3810.73141,0.07964
3810.73189,1.47019
3810.7326,-0.55053
3810.73856,1.0436
3810.74166,-0.74533
3810.7419,0.69317
3810.76169,0.07872
3810.77933,-0.10464
3810.78219,0.18966
3810.79006,0.14698
3810.79722,-0.46179
3810.80008,0.20242
3810.80127,0.0651
3810.82272,1.36187
3810.82845,0.07833
3810.83226,-0.28513
3810.84752,-0.06021
3810.84776,1.42616
3810.87017,0.0566
3810.87136,1.59773
3810.87184,0.38688
3810.88328,0.41174
3810.88877,-0.7144
3810.90903,-0.71099
3810.91714,-0.1956
3810.93025,0.1353
3810.93407,1.52349
3810.9715,1.23649
3810.97627,0.1583
3810.987,0.15729
3811.00583,-0.35456
3811.02824,-0.19473
3811.0404,-0.12301
3811.06496,0.15775
3811.08642,-0.19262
3811.08928,0.07709
3811.09738,-0.09534
3811.09977,0.15908
3811.1074,-0.57183
3811.1136,0.469
3811.13052,1.5275
3811.1515,0.15678
3811.16271,0.04116
3811.19919,-0.19229
3811.21397,0.14438
3811.21445,1.33268
3811.23138,0.05614
3811.25164,-0.00802
3811.2545,-0.13387
3811.28478,-0.01855
3811.28502,0.70045
3811.32388,0.1579
3811.37562,1.26343
3811.38206,1.2288
3811.38611,0.07555
3811.38635,0.04651
3811.39851,-0.39899
3811.40661,-0.50204
3811.41281,-0.4571
3811.4183,-0.16779
3811.42473,-0.01377
3811.43498,0.15842
3811.44261,-0.34446
3811.45883,0.10766
3811.46145,0.54944
3811.4779,1.04962
3811.47933,0.73219
3811.48958,0.01778
3811.50079,-0.40179
3811.50436,0.15752
3811.50842,-0.29386
3811.52582,-0.30501
3811.53393,-0.67292
3811.53774,1.35682
3811.55133,0.14907
3811.55276,0.12234
3811.56802,-0.13601
3811.5716,0.14585
3811.59377,-0.59336
3811.59926,1.03658
3811.60331,0.25573
3811.6262,-0.13204
3811.63144,-0.06892
3811.63836,-0.21509
3811.64336,0.12384
3811.64551,-0.3912
3811.66911,-0.14221
3811.69248,-0.58673
3811.71632,-0.50473
3811.74779,1.47599
3811.79929,0.08961
3811.81622,0.15578
3811.83004,-0.51871
3811.85126,-0.19277
3811.86509,-0.51823
3811.88059,0.14508
3811.88941,-0.02424
3811.91325,-0.73069
3811.92851,-0.53981
3811.93757,0.15581
3811.93996,0.15752
3811.97739,0.20719
3811.98549,0.17945
3811.98955,-0.32065
3811.99169,0.6172
3811.99384,0.10488
3811.99574,0.15824
3812.02674,1.48088
3812.02793,-0.52347
3812.04462,0.43004
3812.05559,0.04731
3812.07323,-0.17171
3812.09779,-0.03719
3812.11424,-0.55889
3812.13307,0.88369
3812.14213,-0.64452
3812.15668,0.11499
3812.16002,1.42851
3812.18314,-0.68306
3812.1984,-0.36647
3812.25252,0.15847
3812.25562,-0.23783
3812.25681,1.23304
3812.30307,0.15858
3812.30569,0.05368
3812.30712,0.79336
3812.31952,-0.55094
3812.36816,-0.04086
3812.37173,1.50791
3812.37388,0.14087
3812.37984,-0.47714
3812.38532,-0.43932
3812.40749,-0.14205
3812.41989,0.15259
3812.42299,0.65754
3812.428,0.15815
3812.42895,0.00659
3812.44469,0.12526
3812.47234,1.14224
3812.53004,1.07543
3812.54554,-0.61641
3812.54983,0.02321
3812.55698,0.15853
3812.59823,-0.01697
3812.59894,0.15661
3812.61373,1.16111
3812.6235,1.52741
3812.62875,0.06297
3812.62898,1.57741
3812.63614,0.22294
3812.66666,-0.74089
3812.66975,0.14575
3812.67095,1.58124
3812.67595,-0.22773
3812.70456,0.02029
3812.71195,0.97759
3812.73007,0.03424
3812.73413,-0.47388
3812.73675,-0.67205
3812.74509,-0.23245
3812.76012,0.15718
3812.76226,-0.51882
3812.77156,0.14112
3812.77752,-0.68393
3812.77823,1.13285
3812.78968,-0.20897
3812.80589,1.58765
3812.84404,-0.48871
3812.84618,0.14872
3812.8612,-0.05614
3812.88695,-0.43107
3812.88767,0.0786
3812.88934,-0.00929
3812.89196,-0.55194
3812.89458,-0.50761
3812.89816,0.03319
3812.90984,0.14715
3812.91914,0.09656
3812.92343,-0.25689
3812.93249,1.29055
3812.93631,-0.1629
3812.94513,-0.08166
3812.95037,-0.07297
3812.95109,1.1183
3812.95967,0.0926
3812.98137,0.0596
3813.02166,-0.12424
3813.0312,0.15564
3813.05337,1.36891
3813.05695,0.14186
3813.05695,0.05626
3813.0691,-0.78825
3813.09199,0.14138
3813.0939,-0.13438
3813.10153,1.34232
3813.1125,0.35424
3813.11393,0.10847
3813.12394,0.15682
3813.12418,-0.45446
3813.14015,1.56517
3813.15017,-0.5038
3813.15875,0.15087
3813.17377,0.15871
3813.17663,-0.70573
3813.21955,-0.41721
3813.22789,0.15865
3813.23361,-0.0028
3813.26771,-0.18767
3813.27367,-0.54804
3813.28297,0.05464
3813.29703,1.53614
3813.30442,0.08028
3813.30705,0.1447
3813.30776,-0.00135
3813.3328,0.14247
3813.34257,-0.52997
3813.34948,-0.23893
3813.3595,-0.57646
3813.36522,-0.40541
3813.38644,-0.66283
3813.38906,1.53064
3813.39502,0.52561
3813.40194,-0.50207
3813.41243,-0.67455
3813.41457,1.30513
3813.42077,0.15936
3813.4408,-0.02646
3813.44962,-0.64713
3813.46512,1.18864
3813.48181,1.26048
3813.48395,-0.57373
3813.51066,0.15273
3813.51209,-0.00039
3813.51447,-0.50917
3813.52925,-0.01306
3813.5438,0.14592
3813.55166,0.12603
3813.55405,-0.51692
3813.56287,-0.21621
3813.56907,0.11826
3813.58051,-0.10384
3813.58361,1.40484
3813.58647,0.58838
3813.64346,0.12007
3813.66825,1.13879
3813.67469,0.1005
3813.67612,-0.26675
3813.68971,-0.3064
3813.69543,-0.5847
3813.70378,-0.1077
3813.70449,-0.42246
3813.71236,-0.00313
3813.71546,-0.73664
3813.72571,0.10735
3813.73477,1.34576
3813.74645,-0.21788
3813.7672,-0.01817
3813.79557,0.00463
3813.84397,0.12776
3813.85398,-0.44748
3813.85875,-0.58181
3813.87496,-0.32249
3813.8938,-0.72096
3813.89618,0.15696
3813.89809,-0.55864
3813.90357,1.23659
3813.93051,-0.12146
3813.94696,0.1482
3813.95292,1.45742
3813.96842,0.10377
3813.99536,0.15572
3813.99536,-0.06329
3814.01586,0.07998
3814.0521,0.13399
3814.07022,0.14664
3814.0738,0.14398
3814.07404,0.11062
3814.08524,0.1593
3814.09001,-0.08687
3814.1005,0.15238
3814.10813,1.39418
3814.1098,0.11695
3814.12768,0.15823
3814.13293,0.02138
3814.13412,0.42678
3814.14723,-0.17752
3814.17704,-0.5
3814.188,0.13272
3814.2302,0.14988
3814.23497,-0.5501
3814.24618,-0.34325
3814.2662,-0.10166
3814.27789,0.15571
3814.2848,0.10493
3814.28742,0.04995
3814.29863,0.1546
3814.30817,1.05792
3814.30912,0.12212
3814.31055,0.1213
3814.37874,-0.2414
3814.39447,-4e-05
3814.39948,-0.42737
3814.41546,-0.03298
3814.42833,-0.60042
3814.43119,-0.26583
3814.45098,0.11784
3814.47172,-0.19293
3814.48102,0.08054
3814.50224,-0.57422
3814.5144,0.21781
3814.51774,0.15147
3814.52751,0.12644
3814.5287,-0.33756
3814.53252,1.27364
3814.53443,-0.74798
3814.5349,1.34534
3814.53538,-0.4419
3814.54301,0.04681
3814.54301,0.15892
3814.5504,0.15484
3814.55517,-0.02453
3814.56375,-0.05009
3814.57114,-0.59894
3814.57305,-0.41996
3814.58354,-0.76885
3814.60857,-0.15155
3814.63528,0.75118
3814.65268,1.40081
3814.66579,0.08367
3814.67557,0.06473
3814.67962,-0.42807
3814.68725,-0.44422
3814.6894,-0.6739
3814.70323,-0.11483
3814.70871,0.04337
3814.72683,-0.52984
3814.72874,0.14395
3814.73565,0.59937
3814.73923,1.33207
3814.74805,-0.01417
3814.75282,0.28444
3814.76164,-0.37037
3814.80026,0.09339
3814.80193,-0.28756
3814.82959,0.12552
3814.86034,0.15847
3814.87274,-0.57708
3814.87822,0.15647
3814.88848,-0.06006
3814.89229,-0.02508
3814.90922,0.00256
3814.9178,-0.17121
3814.9178,0.12202
3814.92042,-0.51161
3814.93163,-0.00618
3814.93497,1.40117
3814.93759,0.0257
3814.94618,0.38126
3814.95118,1.01337
3814.95166,0.72038
3814.95643,0.08249
3814.95929,-0.56862
3814.96286,0.10769
3814.96286,0.02876
3814.97645,-0.01094
3814.99076,-0.19366
3815.00196,-0.41947
3815.02008,-0.73582
3815.03844,0.10582
3815.0444,-0.49891
3815.05227,0.06805
3815.06014,0.02751
3815.06157,-0.70389
3815.06419,-0.01804
3815.06968,-0.63746
3815.08446,-0.60194
3815.08589,0.02154
3815.09542,0.07783
3815.09733,-0.32865
3815.14072,0.07931
3815.15956,0.4431
3815.1648,-0.54622
3815.17887,-0.22403
3815.17935,0.15179
3815.18698,-0.01988
3815.19127,-0.59945
3815.19508,0.12123
3815.22107,0.15748
3815.23156,-0.36567
3815.23752,0.13834
3815.24253,0.15604
3815.28425,0.10254
3815.29093,0.15402
3815.32311,-0.41417
3815.34982,0.15806
3815.35506,0.15866
3815.36293,0.05874
3815.38057,-0.3772
3815.3975,0.15792
3815.4037,1.36761
3815.41467,0.04594
3815.42945,-0.12209
3815.43899,0.0667
3815.46211,0.01657
3815.4695,-0.38101
3815.52958,-0.53749
3815.53936,0.68606
3815.54651,0.12895
3815.54937,-0.1318
3815.55748,-0.62569
3815.56726,-0.45886
3815.57536,0.14189
3815.57822,-0.02828
3815.57918,-0.01604
3815.58514,0.13506
3815.59229,0.15615
3815.60421,0.15591
3815.61303,0.12428
3815.61542,-0.70946
3815.64212,-0.31317
3815.64736,0.13936
3815.64999,-0.60048
3815.65213,0.15387
3815.66548,0.15876
3815.70005,0.02686
3815.70983,-0.05611
3815.71627,0.66666
3815.72771,-0.71333
3815.73653,1.0693
3815.74845,-0.34866
3815.76657,-0.05032
3815.77468,-0.5935
3815.78588,0.15643
3815.83428,0.13199
3815.85312,0.89137
3815.86647,-0.50765
3815.87672,0.25969
3815.88054,-0.64764
3815.91702,-0.55621
3815.92798,-0.71396
3815.95588,0.13954
3815.974,-0.13761
3815.98616,0.12386
3816.00547,1.01318
3816.01453,-0.4655
3816.01739,-0.2124
3816.02097,-0.2864
3816.02478,-0.15006
3816.03146,1.25017
3816.03789,0.11614
3816.04171,0.03789
3816.05816,-0.33494
3816.06388,-0.44224
3816.06793,-0.19642
3816.07437,-0.55241
3816.07938,-0.63351
3816.09535,1.09547
3816.09893,0.08567
3816.10465,0.49677
3816.11633,0.10487
3816.118,0.12932
3816.12277,-0.77167
3816.13112,-0.59923
3816.13851,-0.65188
3816.18214,0.44601
3816.21194,1.49554
3816.21814,-0.33112
3816.21933,-0.22794
3816.22148,0.84281
3816.22553,-0.37585
3816.24866,-0.49148
3816.25891,0.05033
3816.33401,0.69106
3816.3507,-0.09698
3816.35118,0.55916
3816.37478,0.14564
3816.38813,-0.21343
3816.39218,-0.28056
3816.40863,0.14075
3816.40911,0.13908
3816.43915,0.03933
3816.43987,0.08722
3816.44082,0.15664
3816.44106,0.06624
3816.45179,1.4613
3816.45417,0.15597
3816.4649,-0.17066
3816.48088,1.46507
3816.48684,1.46558
3816.51354,-0.77757
3816.51998,1.43041
3816.56122,1.29631
3816.59484,0.15896
3816.60008,0.06388
3816.61248,-0.01576
3816.61367,0.15848
3816.63251,-0.03539
3816.65134,0.00945
3816.6523,-0.78475
3816.67304,-0.07752
3816.73336,0.14984
3816.73956,-0.41734
3816.76984,0.12965
3816.77127,0.15228
3816.78248,0.15762
3816.787,-0.37497
3816.79678,-0.45726
3816.80727,0.04533
3816.82038,0.39558
3816.82324,0.15288
3816.83826,1.32485
3816.8385,-0.09322
3816.84613,0.13437
3816.86211,-0.33653
3816.86306,0.0755
3816.86544,-0.35219
3816.86759,1.469
3816.87045,1.30812
3816.87403,-0.19766
3816.88118,0.14122
3816.88571,1.40488
3816.89238,-0.28238
3816.92195,1.30126
3816.92743,1.56293
3816.93506,-0.66049
3816.93673,0.65541
3816.95008,-0.5836
3816.97178,0.65815
3816.97774,0.12343
3817.0197,-0.40115
3817.03138,0.12875
3817.0321,1.52866
3817.05308,-0.78878
3817.05618,-0.4836
3817.07668,-0.74105
3817.07835,1.30775
3817.08741,0.94149
3817.11578,-0.34904
3817.11745,-0.023
3817.132,-0.49321
3817.14344,0.88522
3817.17396,-0.031
3817.20448,-0.32332
3817.22164,1.01282
