#: table_doi: 10.17182/hepdata.113470.v1/t19
#: name: Fig 5a unbinned
#: description: Mass distributions for selected $D^+ D^+$ candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_5a_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^+}$ [MEV],Weight []
3754.77958,0.1487
3754.7822,0.08611
3754.82368,0.14571
3754.83704,-0.58619
3754.86278,-0.63687
3754.8945,0.38207
3754.89497,0.11301
3754.90189,0.1071
3754.94337,0.64323
3754.94432,-0.53133
3754.94576,-0.04275
3754.96697,0.15872
3754.9758,-0.56449
3754.97746,0.15411
3754.99749,-0.111
3755.00989,0.01056
3755.03182,0.98986
3755.0807,-0.14621
3755.09262,1.23924
3755.10406,0.00326
3755.11527,0.1453
3755.12648,-0.51663
3755.13792,-0.49553
3755.14126,0.01788
3755.15222,0.15898
3755.1651,-0.76548
3755.18417,0.99631
3755.18489,-0.44715
3755.18894,-0.63087
3755.21183,0.07777
3755.21564,1.4873
3755.22852,0.15118
3755.2495,0.14377
3755.26881,0.16366
3755.27334,0.15504
3755.30863,-0.20472
3755.31483,-0.02925
3755.31816,0.15801
3755.33676,0.53231
3755.33748,1.42042
3755.34058,-0.21799
3755.34439,-0.12049
3755.35059,0.15792
3755.37205,0.14861
3755.39231,0.0151
3755.3966,0.11952
3755.41091,0.15013
3755.42092,0.1588
3755.42283,-0.2742
3755.42331,1.10042
3755.43451,0.0556
3755.43547,0.11278
3755.45025,-0.26364
3755.46551,-0.4757
3755.47743,0.10814
3755.47814,-0.39633
3755.49102,-0.58712
3755.49126,-0.21226
3755.49173,0.03151
3755.49698,-0.42436
3755.50461,-0.2015
3755.54228,-0.64297
3755.54562,0.1308
3755.54728,-0.38133
3755.5685,0.60702
3755.57017,1.50648
3755.58066,-0.79549
3755.58472,-0.60282
3755.61786,-0.31605
3755.6417,0.1232
3755.64861,-0.18328
3755.66149,0.2353
3755.6634,-0.5256
3755.66626,-0.61824
3755.66959,0.08272
3755.68628,0.15838
3755.69677,0.15911
3755.74112,0.01338
3755.76758,0.09578
3755.77593,-0.72188
3755.7807,0.23763
3755.78976,0.15011
3755.80502,-0.3096
3755.80573,1.33799
3755.81002,-0.30988
3755.82647,-0.35369
3755.82814,0.15553
3755.84459,0.10898
3755.84507,1.55878
3755.85246,-0.25446
3755.85961,0.38702
3755.87654,-0.00563
3755.91516,1.3443
3755.9619,0.12353
3755.96404,-0.05605
3755.97858,-0.14691
3755.98931,0.44815
3755.99194,-0.68938
3755.99408,-0.59232
3755.9948,-0.02846
3755.99575,-0.61638
3755.99742,-0.57589
3756.0041,0.15361
3756.02651,-0.26183
3756.0327,0.15797
3756.03342,-0.08002
3756.05917,0.14665
3756.0823,-0.01687
3756.10375,-0.63253
3756.1183,-0.12419
3756.12688,0.07381
3756.13236,-0.52951
3756.13666,0.14974
3756.14572,-0.58472
3756.15454,-0.01342
3756.15716,-0.24253
3756.16455,-0.01178
3756.17909,-0.05569
3756.1903,-0.33643
3756.19435,-0.18711
3756.20151,-0.26105
3756.20413,-0.71027
3756.23059,-0.08141
3756.25086,-0.48681
3756.26326,0.83067
3756.29115,-0.12917
3756.29497,0.15555
3756.30808,-0.32881
3756.31785,0.12842
3756.32429,1.5963
3756.3262,-0.5868
3756.32834,0.13198
3756.36959,-0.56274
3756.39415,0.96326
3756.39606,1.24624
3756.41131,0.45362
3756.42276,0.1533
3756.44994,0.13462
3756.45065,-0.09609
3756.45828,-0.26751
3756.48618,-0.59609
3756.48808,-0.33159
3756.4888,-0.15848
3756.49714,-0.04232
3756.50096,-0.03748
3756.50573,0.14985
3756.52456,0.1476
3756.52909,0.15623
3756.55079,0.04645
3756.55389,0.15417
3756.55556,-0.28985
3756.58178,0.08196
3756.61635,1.36806
3756.62303,0.05612
3756.63781,-0.67618
3756.66261,1.47016
3756.69122,-0.39364
3756.72126,-0.13404
3756.7265,-0.22624
3756.72984,-0.55533
3756.7327,0.05634
3756.73699,-0.04778
3756.74248,0.28152
3756.77061,-0.58836
3756.82735,-0.63882
3756.82926,0.15247
3756.84094,0.09374
3756.84905,0.15504
3756.85906,-0.37975
3756.86574,-0.10688
3756.87003,-0.08841
3756.88076,0.15584
3756.92844,-0.16977
3756.93917,0.14466
3756.94823,-0.51775
3756.95062,0.15249
3756.953,-0.68896
3756.96278,1.46735
3756.97184,0.05606
3756.9735,0.82506
3757.00927,-0.19878
3757.01308,-0.64749
3757.02334,0.15756
3757.04908,-0.49231
3757.05481,-0.25831
3757.05886,0.12472
3757.06506,-0.72461
3757.06649,1.27249
3757.07936,0.02305
3757.09629,0.09881
3757.10106,-0.01114
3757.11751,-0.01608
3757.12967,0.15926
3757.13682,1.28115
3757.14707,-0.56879
3757.1733,0.15801
3757.17831,1.46275
3757.20739,-0.57904
3757.21407,-0.3205
3757.21622,0.05676
3757.2608,-0.67804
3757.28869,-0.0284
3757.30014,1.28893
3757.32326,-0.14702
3757.33495,-0.55233
3757.33614,1.24808
3757.34353,0.15409
3757.37286,0.03463
3757.39694,0.00831
3757.40075,0.91819
3757.40457,0.12452
3757.41148,0.11136
3757.41172,-0.7186
3757.45034,-0.0306
3757.45773,-0.76327
3757.47085,0.09778
3757.47299,0.01057
3757.48849,0.15135
3757.48897,0.15731
3757.48992,-0.00867
3757.4923,0.9167
3757.49326,0.15699
3757.49373,0.00584
3757.50112,0.13622
3757.51162,0.03852
3757.52306,-0.41155
3757.52783,-0.79056
3757.53498,1.27474
3757.53808,-0.59704
3757.54309,0.15494
3757.58576,0.10839
3757.59339,1.36677
3757.59673,0.14785
3757.62773,-0.35404
3757.64728,-0.602
3757.64918,-0.18308
3757.67112,0.00748
3757.68042,0.15755
3757.69043,-0.10888
3757.69806,-0.30208
3757.69877,0.12544
3757.70474,0.11576
3757.70664,0.31731
3757.72119,1.35664
3757.72381,0.88138
3757.75051,1.58549
3757.75242,0.0785
3757.75981,-0.50171
3757.77173,-0.12527
3757.77412,0.15236
3757.77531,0.00695
3757.79271,0.07367
3757.80034,-0.00974
3757.81155,0.03092
3757.82037,0.14855
3757.83205,1.56771
3757.83992,-0.60117
3757.87997,0.0886
3757.8876,0.15663
3757.94959,-0.20488
3757.95031,0.15024
3757.95794,0.14789
3757.9596,-0.34626
3757.97033,0.1378
3757.97319,0.14656
3757.97939,-0.0482
3757.98821,0.5731
3758.00085,0.04878
3758.00514,0.00076
3758.0173,-0.63901
3758.04353,-0.5831
3758.06761,0.14056
3758.08358,0.12881
3758.10099,-0.44732
3758.10361,-0.36683
3758.11267,0.14232
3758.11791,-0.32151
3758.13699,0.0823
3758.14319,1.27038
3758.15702,0.01836
3758.17633,0.15786
3758.18133,0.13726
3758.19111,-0.2595
3758.1923,0.15202
3758.21734,-0.11457
3758.21805,0.71139
3758.24094,0.28344
3758.25334,0.15466
3758.2612,0.14697
3758.26502,0.13274
3758.26836,-0.67476
3758.28052,0.12782
3758.28195,-0.10576
3758.28624,0.15053
3758.29792,0.1591
3758.30221,-0.37776
3758.30436,0.42066
3758.32391,-0.41097
3758.38685,-0.59826
3758.39472,-0.71781
3758.40688,-0.32578
3758.41188,-0.06587
3758.42238,1.43633
3758.42738,0.08828
3758.4393,0.1241
3758.43978,0.15775
3758.44169,0.09056
3758.45885,-0.61815
3758.45981,0.15874
3758.46028,-0.66707
3758.46577,0.09254
3758.50987,-0.26784
3758.5249,0.15802
3758.52656,0.66353
3758.53086,0.83905
3758.5423,0.04016
3758.6019,0.10199
3758.61573,1.27412
3758.62908,0.45297
3758.65078,-0.08822
3758.69036,1.33414
3758.69799,-0.71071
3758.72636,-0.69262
3758.7533,1.59073
3758.7738,0.20388
3758.77976,0.03822
3758.78501,-0.34013
3758.78549,0.15857
3758.79455,1.60544
3758.8129,0.14688
3758.83484,0.0639
3758.84199,0.00165
3758.84271,0.15938
3758.84771,-0.08174
3758.86083,1.03718
3758.87108,0.12249
3758.87156,0.00519
3758.87966,0.66329
3758.8892,-0.40039
3758.90183,-0.78957
3758.92067,-0.55384
3758.92401,-0.22181
3758.94594,-0.05893
3758.9674,1.46381
3758.97288,1.47573
3758.98266,0.0652
3758.99649,-0.14376
3759.00888,0.15917
3759.03916,-0.79805
3759.0487,-0.12675
3759.05037,-0.6312
3759.05347,0.14854
3759.05681,1.46244
3759.05991,0.10165
3759.07016,-0.13242
3759.0735,0.16528
3759.07683,-0.05068
3759.10378,-0.60723
3759.11117,-0.60776
3759.13048,0.15787
3759.13763,0.14966
3759.14669,-0.69824
3759.17006,-0.62445
3759.20439,-0.05707
3759.25112,0.1526
3759.25589,-0.38048
3759.25922,-0.67755
3759.28974,0.14629
3759.30858,-0.34216
3759.31644,0.0918
3759.31668,-0.44863
3759.32527,0.15815
3759.35268,1.11741
3759.3534,-0.70158
3759.36675,-0.01169
3759.37605,1.49132
3759.3782,1.40689
3759.38559,-0.12948
3759.38868,-0.00033
3759.40728,0.03794
3759.41086,0.76198
3759.4254,-0.48151
3759.42564,-0.24873
3759.43446,0.1451
3759.43899,1.29278
3759.47523,1.01013
3759.48214,-0.62882
3759.48596,-0.18432
3759.50408,0.15863
3759.51934,0.1536
3759.5284,0.15887
3759.54723,0.44524
3759.5501,-0.02605
3759.55772,0.14741
3759.57465,-0.19236
3759.57656,0.92816
3759.58967,0.0648
3759.59158,-0.41291
3759.59372,-0.05592
3759.59492,0.11241
3759.59945,0.15795
3759.60302,-0.61123
3759.62639,0.1539
3759.63712,0.15184
3759.66525,-0.16245
3759.66954,-0.47939
3759.68504,0.15474
3759.68933,1.03649
3759.71937,-0.53714
3759.75251,0.053
3759.76443,0.04044
3759.77516,-0.34873
3759.77635,-0.4709
3759.78422,0.25956
3759.80067,0.8339
3759.80735,-0.57798
3759.81474,1.12511
3759.81641,-0.04902
3759.82118,-0.38335
3759.8319,0.05159
3759.84788,-0.71986
3759.8486,0.15923
3759.85408,0.14111
3759.87649,-0.60195
3759.88126,0.68486
3759.88269,1.41314
3759.88364,0.14517
3759.90272,0.10863
3759.91368,0.15863
3759.94897,0.15187
3759.95159,0.15142
3759.9535,1.55556
3759.95445,1.4821
3759.96995,0.94147
3759.98235,0.10144
3759.98282,-0.35614
3760.01954,0.15595
3760.02455,0.15428
3760.0317,0.00801
3760.03599,-0.56826
3760.04171,-0.69618
3760.04791,0.48087
3760.0708,0.1461
3760.0863,0.12739
3760.09083,-0.43147
3760.09679,0.15669
3760.10275,0.15656
3760.10323,0.15709
3760.12325,0.05207
3760.1254,0.15573
3760.12826,1.23087
3760.14852,0.1525
3760.17952,1.40922
3760.19192,-0.54924
3760.19692,-0.49119
3760.2241,1.43085
3760.22506,0.15159
3760.22792,-0.21453
3760.23674,-0.18362
3760.24198,-0.37527
3760.25104,-0.2445
3760.25963,0.14006
3760.26797,1.45247
3760.28848,0.15309
3760.29921,0.15478
3760.33402,-0.32887
3760.35261,-0.66668
3760.36024,0.6787
3760.3693,-0.66471
3760.38814,0.1508
3760.38957,-0.20061
3760.40602,0.15064
3760.41579,-0.03739
3760.42032,-0.7412
3760.42414,0.15074
3760.42509,0.15601
3760.43177,-0.65115
3760.44059,0.4129
3760.4413,-0.24936
3760.44607,0.10045
3760.45656,1.38724
3760.46205,0.15874
3760.46372,0.153
3760.46443,1.55969
3760.4723,0.63124
3760.49423,-0.18536
3760.4959,0.78882
3760.50401,0.07072
3760.51307,-0.35772
3760.51402,-0.59554
3760.5257,-0.03163
3760.535,0.09746
3760.5505,0.0088
3760.55741,0.01092
3760.56886,1.20367
3760.58817,-0.05992
3760.59103,1.30983
3760.60152,0.15879
3760.60247,-0.48374
3760.60534,-0.16091
3760.61153,-0.0967
3760.63156,-0.04357
3760.63418,0.15804
3760.63657,-0.6645
3760.64897,0.15818
3760.66375,-0.32176
3760.67805,-0.53762
3760.68306,0.15846
3760.69284,0.86492
3760.69522,1.0756
3760.69808,-0.03558
3760.69927,0.42604
3760.72311,0.09713
3760.7379,0.46671
3760.73933,0.09354
3760.74362,0.05596
3760.76746,-0.54949
3760.77437,0.15937
3760.77867,0.02872
3760.782,0.10932
3760.78844,0.52816
3760.79822,-0.10842
3760.81109,1.54812
3760.81252,0.15611
3760.82182,-0.20838
3760.8366,0.86048
3760.85472,-0.29771
3760.86497,-0.12528
3760.8676,0.22738
3760.88357,0.15927
3760.88405,-0.63337
3760.91027,0.09664
3760.92672,0.14441
3760.93388,1.13095
3760.93411,-0.3822
3760.94174,0.8451
3760.94294,0.23543
3760.96201,0.15882
3760.96988,-0.06982
3761.01518,0.10432
3761.0693,0.0697
3761.07526,-0.51234
3761.08313,0.14788
3761.11913,-0.2083
3761.14154,-0.17108
3761.14988,0.11775
3761.15179,0.81581
3761.16085,-0.18254
3761.17706,0.94898
3761.18088,0.15938
3761.18708,0.11155
3761.21163,-0.74833
3761.22928,0.08388
3761.23881,0.11658
3761.24167,0.1378
3761.26838,0.03518
3761.29126,-0.13236
3761.32154,0.15802
3761.33466,0.18739
3761.34038,0.12403
3761.34419,-0.65864
3761.3523,0.12142
3761.36947,-0.05893
3761.37042,-0.51725
3761.39474,-0.01968
3761.41834,-0.5731
3761.47532,-0.26275
3761.47986,0.12286
3761.49511,0.13756
3761.49535,-0.10288
3761.49821,0.15848
3761.50298,-0.06035
3761.51133,-0.12734
3761.51347,1.31291
3761.52039,0.16021
3761.5211,-0.61861
3761.52348,-0.6836
3761.52635,0.15839
3761.54637,0.05512
3761.57188,0.11229
3761.57427,-0.68297
3761.58309,1.00349
3761.5838,0.06494
3761.59716,0.57537
3761.60574,-0.17386
3761.60741,0.15907
3761.61098,-0.70292
3761.65843,-0.47522
3761.66558,0.05268
3761.66773,0.04595
3761.66987,0.15929
3761.67584,-0.46711
3761.67584,-0.0311
3761.68847,0.15759
3761.69682,0.15932
3761.70325,1.54878
3761.72304,1.24179
3761.72638,-0.55094
3761.73258,0.11877
3761.73353,-0.79987
3761.75022,0.05023
3761.76214,-0.70885
3761.83009,1.311
3761.83677,0.0636
3761.86442,0.15666
3761.90186,-0.70954
3761.90734,-0.34482
3761.91521,-0.1387
3761.92355,-0.30848
3761.92665,-0.65053
3761.94382,0.54256
3761.94549,1.42951
3761.96504,0.15798
3761.97267,1.22624
3762.02607,0.15462
3762.04801,0.19923
3762.13765,0.09522
3762.13884,0.05852
3762.14552,0.03094
3762.1665,-0.11887
3762.17747,0.14629
3762.18057,-0.39102
3762.18462,0.15578
3762.19702,-0.6948
3762.20417,-0.39906
3762.22014,-0.58317
3762.22324,0.72855
3762.22992,-0.04531
3762.23493,-0.18309
3762.26187,0.76209
3762.27617,-0.53858
3762.29501,-0.00905
3762.30383,1.2738
3762.30979,1.08834
3762.31408,-0.72912
3762.31551,0.1593
3762.32457,-0.17026
3762.32886,0.15022
3762.33363,-0.31134
3762.34698,-0.42988
3762.36415,0.15863
3762.40039,-0.007
3762.42495,0.0202
3762.43281,0.03044
3762.44474,0.11392
3762.4464,0.16202
3762.44974,-0.18131
3762.465,0.08512
3762.5227,-0.7808
3762.52484,-0.00623
3762.53653,1.09698
3762.54344,0.11009
3762.5463,0.11949
3762.54964,0.09746
3762.55488,-0.56336
3762.56084,0.01881
3762.5699,-0.35102
3762.59327,1.20654
3762.60448,-0.06673
3762.60543,0.15563
3762.61425,0.08999
3762.6152,0.05452
3762.63452,-0.66189
3762.6431,0.08449
3762.64358,0.15802
3762.65311,-0.09023
3762.65454,0.11948
3762.65883,-0.0219
3762.67362,-0.12729
3762.68053,0.1424
3762.68458,0.07122
3762.69794,0.91698
3762.74252,0.15912
3762.779,-0.2465
3762.82906,0.03667
3762.83717,-0.09732
3762.83812,0.15939
3762.84456,0.07384
3762.84528,-0.5964
3762.86793,-0.46113
3762.88056,0.01293
3762.88962,0.15761
3762.89392,0.70538
3762.90298,0.99389
3762.92038,-0.35414
3762.92539,-0.53605
3762.93349,-0.29702
3762.93993,0.15766
3762.959,0.15882
3762.96306,1.00077
3762.98785,0.15709
3762.98833,0.09818
3763.01098,0.15894
3763.01479,-0.71811
3763.026,-0.64594
3763.02886,0.15915
3763.04126,-0.52209
3763.05127,-0.57754
3763.06248,0.15044
3763.06462,0.10816
3763.06582,0.15943
3763.07416,-0.11095
3763.07511,0.13188
3763.07678,0.53144
3763.09347,-0.21198
3763.10444,0.15008
3763.10778,0.15928
3763.11612,-0.58005
3763.12304,-0.67376
3763.12566,0.08216
3763.12685,0.15911
3763.15904,0.14303
3763.17286,0.20609
3763.18192,0.74013
3763.20839,1.3221
3763.21936,0.135
3763.22579,-0.20489
3763.22961,0.07922
3763.23962,1.60014
3763.24844,0.10102
3763.24987,0.11951
3763.26203,0.0468
3763.26656,0.15777
3763.27252,-0.68216
3763.27848,-0.0726
3763.28111,-0.68245
3763.28158,-0.16553
3763.29207,0.15069
3763.33237,-0.70063
3763.33714,1.56733
3763.34071,0.39611
3763.34071,1.58838
3763.34739,0.56437
3763.35096,0.18081
3763.36646,0.18163
3763.37147,-0.70898
3763.39221,0.15908
3763.39555,0.89278
3763.39698,-0.52206
3763.41081,1.5725
3763.41176,0.09336
3763.42297,-0.0545
3763.44013,0.6178
3763.44872,0.09316
3763.45301,0.07444
3763.46731,0.84733
3763.47017,0.1475
3763.51356,0.15409
3763.52954,0.05735
3763.53002,0.11144
3763.53526,0.08026
3763.54885,0.1251
3763.58342,0.21531
3763.58986,-0.56968
3763.61585,1.26161
3763.62467,-0.09142
3763.6342,-0.43054
3763.6354,-0.73458
3763.63802,1.00822
3763.6435,0.15842
3763.6528,-0.55434
3763.65805,-0.39738
3763.68117,0.15376
3763.68403,0.04529
3763.70215,0.15726
3763.70907,0.15866
3763.7136,1.36233
3763.73148,-0.35715
3763.73291,-0.60433
3763.74197,-0.17416
3763.75437,0.08148
3763.7682,0.14841
3763.77535,1.30497
3763.77797,-0.02653
3763.78346,1.31834
3763.7887,-0.15638
3763.79538,0.1586
3763.80634,-0.11124
3763.81469,1.33724
3763.81731,0.1548
3763.83591,-0.50026
3763.84282,-0.13509
3763.86023,0.15618
3763.86619,1.1831
3763.86738,0.07734
3763.86929,-0.48139
3763.87834,-0.74201
3763.88311,-0.40448
3763.89599,-0.1823
3763.90767,-0.54882
3763.9184,0.08563
3763.92913,0.15931
3763.93437,0.882
3763.98444,-0.00424
3763.98897,0.0547
3763.99612,0.14715
3764.01949,0.11287
3764.03594,-0.26375
3764.04166,0.13657
3764.06598,0.13775
3764.12058,0.15935
3764.12129,-0.08364
3764.12511,-0.35108
3764.12916,0.15622
3764.13822,0.06683
3764.14108,0.11047
3764.14919,0.12554
3764.1573,-0.67398
3764.15873,0.04137
3764.17685,0.15255
3764.1933,1.50548
3764.20689,0.09508
3764.20784,-0.02988
3764.21475,-0.0204
3764.23693,-0.74079
3764.26268,-0.15325
3764.29057,0.58037
3764.30392,-0.18287
3764.31084,-0.30233
3764.34135,0.5599
3764.34278,0.10374
3764.35375,0.14952
3764.36043,-0.0743
3764.3671,1.2634
3764.3671,-0.07281
3764.37235,0.11844
3764.37998,-0.49317
3764.39047,0.15829
3764.4031,1.59413
3764.40764,0.13624
3764.41216,0.15795
3764.4155,-0.0586
3764.42003,0.15907
3764.42766,0.15396
3764.45031,0.03825
3764.46128,0.18159
3764.49204,0.01636
3764.49227,0.11469
3764.50777,0.47411
3764.50992,1.49685
3764.52708,-0.3381
3764.54115,0.14604
3764.54163,-0.69505
3764.54282,-0.54467
3764.54973,0.12732
3764.57286,0.03917
3764.57977,0.06094
3764.58621,1.38255
3764.59765,0.09538
3764.62483,-0.57378
3764.62817,0.06601
3764.62865,-0.57429
3764.68277,-0.37613
3764.709,0.15925
3764.73784,-0.45142
3764.73999,1.07498
3764.76145,0.08466
3764.76669,0.15008
3764.77552,-0.64674
3764.77694,-0.01912
3764.78004,0.03746
3764.78934,-0.50991
3764.81008,-0.24097
3764.81533,0.15433
3764.82582,-0.00906
3764.84084,0.47018
3764.8561,0.11804
3764.86325,-0.1734
3764.86707,-0.27874
3764.8983,0.10726
3764.90545,0.1524
3764.91857,0.15905
3764.92166,-0.38393
3764.93168,0.15577
3764.93216,-0.27049
3764.94884,1.20257
3764.96434,0.15829
3764.99057,0.15786
3764.99677,0.03584
3765.02872,0.15904
3765.04207,0.00576
3765.04779,0.06353
3765.0702,0.058
3765.07258,0.05919
3765.08021,0.03825
3765.09786,0.002
3765.0981,-0.08894
3765.10739,-0.22263
3765.12456,-0.5142
3765.14482,-0.41397
3765.15794,0.79544
3765.16128,0.76537
3765.17463,-0.48252
3765.18273,-0.44479
3765.2247,-0.10088
3765.23352,-0.72038
3765.24234,0.17125
3765.24782,0.2689
3765.27214,0.09909
3765.28287,-0.04816
3765.28311,0.15906
3765.28668,0.15716
3765.31935,1.2985
3765.31982,-0.06768
3765.32507,-0.67121
3765.32602,-0.30677
3765.32936,0.1076
3765.33198,0.04566
3765.33771,0.82204
3765.3408,0.06191
3765.35082,-0.71284
3765.36512,0.69117
3765.36751,1.45669
3765.37013,-0.18425
3765.37275,0.78736
3765.37943,0.0686
3765.39373,0.15934
3765.39636,0.1594
3765.40136,0.71596
3765.40208,-0.0254
3765.43284,-0.43953
3765.43617,-0.61457
3765.45978,0.09544
3765.46001,0.0033
3765.48791,-0.03227
3765.49721,0.64314
3765.50984,1.13689
3765.51485,-0.03328
3765.52343,-0.68505
3765.5263,-0.00147
3765.54227,1.08377
3765.55085,0.1594
3765.55204,1.17272
3765.55395,-0.34487
3765.56611,0.2481
3765.56635,0.15834
3765.58352,0.63877
3765.60593,0.00126
3765.61976,0.32139
3765.62381,1.28248
3765.63716,-0.21151
3765.63788,1.55997
3765.64097,-0.25705
3765.64431,0.15365
3765.64527,0.15165
3765.65099,0.12962
3765.6548,1.12875
3765.65671,0.14281
3765.68556,-0.57806
3765.72633,0.09147
3765.7373,0.15309
3765.74349,-0.48892
3765.76138,0.98505
3765.81407,1.48408
3765.81669,-0.28341
3765.83219,0.70242
3765.85722,0.15786
3765.86223,-0.75726
3765.86938,0.0498
3765.92088,1.3634
3765.92755,-0.71601
3765.93423,-0.20316
3765.93828,-0.75749
3765.94806,-0.29708
3765.95116,1.39857
3765.95521,-0.04631
3765.97047,1.22879
3765.97762,-0.6927
3765.99407,0.15934
3766.01648,-0.53752
3766.0265,0.15776
3766.03174,-0.02892
3766.03985,0.15577
3766.05535,0.14362
3766.07037,1.24136
3766.09039,0.04607
3766.09492,0.07223
3766.1109,-0.50127
3766.11495,0.14183
3766.1252,1.36324
3766.12616,0.13511
3766.12687,-0.53677
3766.12997,-0.65396
3766.13832,1.37615
3766.15715,0.09902
3766.16597,0.86075
3766.17122,0.15644
3766.17885,0.01372
3766.18242,0.15436
3766.19101,-0.51119
3766.19244,0.15462
3766.21413,-0.08448
3766.22033,1.50312
3766.22677,-0.54843
3766.23273,0.07951
3766.2363,0.03275
3766.24012,1.10262
3766.24417,0.15725
3766.26372,0.1822
3766.27159,0.26311
3766.28995,0.10072
3766.29043,0.14985
3766.30735,-0.69125
3766.31618,0.60705
3766.31665,0.14461
3766.3188,1.04496
3766.33167,-0.78778
3766.35432,-0.00549
3766.35575,0.09037
3766.36314,0.15728
3766.40463,0.09133
3766.41274,-0.73329
3766.43038,-0.05665
3766.43181,-0.496
3766.43825,-0.72072
3766.44707,0.15113
3766.45064,-0.07681
3766.47592,-0.51786
3766.48402,0.11597
3766.51406,-0.73929
3766.52241,-0.71218
3766.52956,0.05566
3766.53409,1.25489
3766.55602,-0.2277
3766.55793,0.13932
3766.55817,0.15918
3766.56151,0.15626
3766.5894,1.37344
3766.62826,-0.54004
3766.63256,0.14318
3766.63303,1.09034
3766.65211,-0.59444
3766.65402,0.15782
3766.65831,0.17799
3766.66188,0.15908
3766.675,0.11298
3766.7098,-0.24617
3766.71195,-0.53902
3766.72387,0.13444
3766.73341,-0.41086
3766.74748,-0.47081
3766.75344,0.03967
3766.77346,0.15702
3766.79182,-0.09859
3766.8004,0.13711
3766.80493,0.1443
3766.81709,0.73661
3766.82091,-0.56696
3766.82878,0.14912
3766.8376,-0.43484
3766.85286,-0.15639
3766.86263,0.07548
3766.87241,0.06257
3766.92367,0.44169
3766.93988,0.32814
3766.99233,-0.0152
3767.00091,-0.46448
3767.00902,1.43415
3767.01784,0.03621
3767.02499,0.14889
3767.02547,0.09445
3767.02881,0.13456
3767.04073,-0.1941
3767.04788,-0.1864
3767.05742,0.05329
3767.05742,0.15942
3767.06815,-0.74072
3767.07578,0.12791
3767.12275,-0.35204
3767.1237,0.14876
3767.14706,0.15919
3767.18855,-0.18079
3767.19379,0.24055
3767.2019,0.13663
3767.20238,0.12205
3767.21454,-0.22502
3767.22598,-0.17645
3767.24052,0.00489
3767.241,0.15304
3767.25626,-0.53182
3767.25769,0.08039
3767.25984,-0.24918
3767.26699,-0.65533
3767.29298,0.88048
3767.3068,0.23255
3767.31682,0.12205
3767.31873,-0.71872
3767.33661,-0.15709
3767.34066,-0.7193
3767.35592,-0.17483
3767.35806,1.2422
3767.35806,0.11476
3767.3595,0.30348
3767.37547,-0.72614
3767.37809,-0.35022
3767.39073,0.14628
3767.39502,-0.02544
3767.4036,0.1593
3767.41624,-0.41947
3767.41862,0.15836
3767.4191,0.15729
3767.4396,1.53573
3767.44676,-0.57448
3767.44771,-0.77051
3767.45081,-0.1577
3767.46249,0.68339
3767.47084,-0.59629
3767.47298,-0.04702
3767.48848,0.06583
3767.50922,-0.04777
3767.51924,0.13164
3767.52186,-0.23229
3767.52281,-0.66266
3767.52782,0.12587
3767.54332,-0.70901
3767.56191,0.02233
3767.59672,0.93526
3767.60101,-0.1764
3767.60483,-0.38898
3767.61365,-0.72402
3767.6208,1.57004
3767.62342,-0.19495
3767.63916,0.15225
3767.64727,0.76494
3767.6549,0.09824
3767.66252,0.39057
3767.68899,-0.4056
3767.68899,0.08338
3767.71712,0.73773
3767.7319,-0.50891
3767.73405,-0.03885
3767.73977,0.9455
3767.74621,-0.03738
3767.76862,-0.6526
3767.78746,0.15309
3767.79556,1.14315
3767.7958,0.19345
3767.80844,0.03519
3767.80891,1.50374
3767.81273,0.9122
3767.81583,0.15153
3767.82799,0.04852
3767.83085,0.10089
3767.84348,-0.2781
3767.8628,0.11913
3767.86518,-0.47643
3767.89546,0.14318
3767.90047,0.28608
3767.90714,0.14206
3767.91358,-0.17906
3767.91525,1.43668
3767.95292,0.1585
3767.96079,-0.48873
3767.96079,0.19492
3767.96484,0.15857
3767.97032,-0.38449
3767.9944,0.12812
3767.99965,1.44478
3768.01848,-0.41962
3768.03398,-0.70223
3768.06402,-0.11427
3768.07141,0.06555
3768.07141,-0.64565
3768.07594,-0.5307
3768.08882,-0.08722
3768.09835,-0.06105
3768.11266,0.14891
3768.1179,1.23592
3768.11814,0.38018
3768.12148,1.46746
3768.12172,-0.13177
3768.13078,-0.13363
3768.152,1.19658
3768.15581,0.10844
3768.15915,0.04586
3768.1601,0.15583
3768.16177,0.03492
3768.19086,-0.59423
3768.20278,0.12511
3768.20779,0.15734
3768.21756,-0.45071
3768.2271,-0.46792
3768.23258,-0.03142
3768.25166,-0.60664
3768.25643,-0.3307
3768.28599,0.01027
3768.28599,0.02346
3768.29076,0.14123
3768.29505,-0.32278
3768.3146,0.10679
3768.3208,0.10902
3768.33367,-0.33923
3768.33558,0.09651
3768.33773,-0.49087
3768.35752,-0.28208
3768.36538,0.13992
3768.37087,-0.65532
3768.3723,0.1507
3768.38756,0.07754
3768.40806,-0.31087
3768.40878,0.1593
3768.43596,1.27841
3768.44668,-0.02364
3768.4691,1.09428
