#: table_doi: 10.17182/hepdata.113470.v1/t18
#: name: Fig 4b unbinned
#: description: $D^+ D^0$~mass distributions for selected candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_4b_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^0}$ [MEV],Weight []
3755.40423,0.3106
3755.4152,0.03343
3755.41758,0.12384
3755.42164,0.09762
3755.42664,0.01592
3755.42712,-0.38836
3755.43308,-0.41509
3755.43428,0.13066
3755.43428,0.06425
3755.43737,0.08431
3755.44572,1.28387
3755.45073,-0.64661
3755.46288,-0.25662
3755.46503,0.12996
3755.46527,1.32171
3755.46765,0.11315
3755.47218,0.12842
3755.47814,0.13095
3755.48792,0.06348
3755.49221,-0.00891
3755.49841,-0.51391
3755.50008,0.33701
3755.50079,0.7246
3755.5027,1.15337
3755.5089,-0.1448
3755.51009,1.47235
3755.51343,0.03216
3755.52106,0.04424
3755.52368,-0.01163
3755.52821,-0.0224
3755.53155,0.3241
3755.53536,1.44278
3755.54061,0.07614
3755.54466,-0.33087
3755.54824,1.26136
3755.55229,0.41091
3755.55325,0.12672
3755.55468,-0.28247
3755.55658,-0.26122
3755.5635,0.76489
3755.58042,0.0784
3755.5809,0.91304
3755.58352,-0.35264
3755.584,-0.5741
3755.59139,0.12802
3755.61142,1.44715
3755.62358,-0.60363
3755.62596,-0.50512
3755.6293,-0.29607
3755.63145,0.0413
3755.63502,0.17526
3755.63645,-0.5478
3755.64027,0.13013
3755.64289,-0.39409
3755.64313,-0.28881
3755.6448,0.9686
3755.64647,1.39033
3755.64671,0.08384
3755.651,-0.59658
3755.65147,1.44573
3755.65839,0.07264
3755.65839,1.42489
3755.6622,0.13072
3755.6622,0.13094
3755.67532,0.12804
3755.68128,-0.43815
3755.69105,-0.63675
3755.69773,-0.41637
3755.69892,0.13068
3755.7013,0.76468
3755.70512,-0.21442
3755.71227,0.68858
3755.71251,0.11771
3755.71322,-0.14483
3755.71442,-0.11415
3755.71799,0.11206
3755.71966,-0.0481
3755.72419,1.09017
3755.72419,-0.46138
3755.72848,-0.45221
3755.72944,-0.59282
3755.72991,0.06924
3755.73587,0.04865
3755.73802,0.03187
3755.73921,-0.15547
3755.73969,0.18948
3755.74136,1.37085
3755.75566,0.90066
3755.75805,-0.41804
3755.75805,1.35953
3755.76019,0.08275
3755.76329,1.40211
3755.77498,-0.48221
3755.7795,0.1047
3755.78737,0.13092
3755.79262,0.27638
3755.79452,-0.08375
3755.79643,0.08691
3755.80072,0.34737
3755.80287,1.38926
3755.8043,-0.04878
3755.81002,-0.07885
3755.81384,0.2107
3755.81646,0.12985
3755.82218,0.40817
3755.82242,0.90552
3755.8248,-0.41991
3755.82528,0.13094
3755.82695,-0.48316
3755.82814,0.12182
3755.83649,0.13025
3755.83696,-0.01116
3755.84173,-0.6182
3755.8434,-0.52881
3755.84483,0.56168
3755.84555,0.13046
3755.85461,1.4655
3755.85484,0.83488
3755.86986,-0.07662
3755.88632,0.02529
3755.89108,-0.64941
3755.91612,0.12904
3755.92947,-0.0378
3755.93138,0.11247
3755.93543,0.12604
3755.93662,-0.11154
3755.9371,0.09505
3755.93924,-0.65245
3755.94497,-0.55288
3755.94878,-0.36398
3755.96142,0.13075
3755.96356,-0.20343
3755.97668,-0.60835
3755.97882,0.08909
3755.99504,0.12955
3755.99623,-0.23874
3755.9979,-0.08364
3756.00505,0.12908
3756.00529,0.12616
3756.00672,1.46533
3756.01006,0.12453
3756.01578,0.12148
3756.01649,-0.65016
3756.02341,-0.3256
3756.02865,1.16195
3756.03342,0.11647
3756.04153,0.13277
3756.042,0.66444
3756.05249,0.12876
3756.05464,1.31593
3756.05512,-0.23116
3756.0606,0.88989
3756.06108,-0.65291
3756.06537,-0.64731
3756.0699,-0.05611
3756.07443,0.64988
3756.07777,-0.01109
3756.07824,-0.11363
3756.08254,0.12164
3756.08396,0.10676
3756.08683,0.97804
3756.09422,1.37077
3756.09851,-0.25111
3756.10137,1.39598
3756.1028,0.12429
3756.10709,-0.64172
3756.10876,1.10972
3756.12402,0.06694
3756.1307,1.4145
3756.13236,1.08667
3756.13284,1.4226
3756.13832,0.68066
3756.14381,0.1309
3756.14405,1.41364
3756.14524,0.12536
3756.14691,0.08571
3756.15072,0.07354
3756.16741,1.30946
3756.16836,-0.47402
3756.17051,0.09686
3756.17218,-0.17036
3756.17576,1.34044
3756.18982,-0.54849
3756.19054,0.13086
3756.19698,-0.05397
3756.19936,-0.29166
3756.20055,0.09452
3756.20532,-0.1752
3756.20675,1.39708
3756.20842,0.01096
3756.21843,0.17681
3756.22535,-0.50512
3756.22582,0.02182
3756.23393,0.56201
3756.24084,0.35524
3756.24371,1.29978
3756.24538,0.12848
3756.24538,1.01693
3756.2499,0.65209
3756.25157,-0.22268
3756.2542,0.146
3756.2542,-0.0232
3756.26373,0.06605
3756.26993,1.36102
3756.27208,0.07225
3756.2747,-0.53574
3756.28614,-0.61533
3756.28805,-0.14039
3756.29234,0.13052
3756.2933,0.15249
3756.30999,1.48014
3756.30999,0.08252
3756.31094,1.41071
3756.31356,-0.12075
3756.31547,1.16204
3756.3386,1.4678
3756.34074,1.44104
3756.34456,0.39014
3756.34813,0.13076
3756.35052,0.12778
3756.35195,0.97748
3756.35457,0.02285
3756.36554,0.12931
3756.38628,-0.02354
3756.40297,-0.46696
3756.40368,0.1221
3756.40488,-0.12714
3756.40845,0.99735
3756.41751,-0.30866
3756.41847,-0.49238
3756.4218,1.12704
3756.42228,-0.05872
3756.42896,0.62316
3756.43063,-0.40274
3756.43134,1.26415
3756.43277,-0.35894
3756.43325,0.12945
3756.43587,-0.57635
3756.43682,-0.57203
3756.4435,0.85752
3756.44374,-0.20796
3756.44875,0.0039
3756.45065,-0.03578
3756.45137,0.12666
3756.4528,-0.40844
3756.45423,-0.3359
3756.45709,-0.58118
3756.45757,0.25529
3756.46186,-0.58426
3756.47068,0.12515
3756.4795,0.11947
3756.48069,0.09211
3756.48713,-0.63591
3756.48808,0.11757
3756.49071,-0.28884
3756.49118,-0.4039
3756.49166,-0.49256
3756.49476,-0.32421
3756.50716,-0.13901
3756.52409,0.12976
3756.52504,0.07102
3756.53028,0.09306
3756.53076,-0.64444
3756.53243,-0.03318
3756.53529,0.12214
3756.53696,-0.38624
3756.54435,0.0595
3756.54697,0.13094
3756.54912,0.13093
3756.55365,0.62817
3756.55699,-0.15689
3756.56128,0.53173
3756.56509,-0.32049
3756.56819,0.1079
3756.57535,-0.11039
3756.57654,-0.61437
3756.58584,1.01483
3756.58655,0.13052
3756.58727,-0.01311
3756.59132,-0.66463
3756.59418,-0.66414
3756.59943,0.008
3756.60896,0.0088
3756.61707,0.12382
3756.63209,0.04251
3756.63424,0.10008
3756.63805,0.12257
3756.64043,1.32345
3756.64234,-0.04265
3756.64353,1.30759
3756.64926,-0.52805
3756.65069,-0.09663
3756.65808,-0.44711
3756.65927,0.04302
3756.66738,-0.38685
3756.66833,0.12707
3756.675,-0.00812
3756.67763,-0.31611
3756.67834,-0.61353
3756.68406,-0.13353
3756.68454,1.00676
3756.68716,0.12863
3756.68764,1.2406
3756.68836,0.0135
3756.6886,0.13072
3756.69289,1.4428
3756.6936,0.69063
3756.69622,-0.17149
3756.70052,0.11455
3756.70123,-0.31007
3756.70552,-0.07185
3756.7153,-0.53728
3756.71673,1.43844
3756.71768,0.05069
3756.73056,1.13785
3756.73461,-0.64839
3756.7358,-0.09193
3756.73604,-0.64479
3756.73723,-0.11185
3756.73771,0.1305
3756.74105,-0.15478
3756.74534,-0.18253
3756.74963,-0.65565
3756.7513,-0.41312
3756.75631,-0.42819
3756.75702,-0.63772
3756.75726,-0.64687
3756.76513,0.76469
3756.76823,-0.01724
3756.77013,-0.29218
3756.77109,0.39096
3756.77347,0.13065
3756.79135,1.35558
3756.79231,-0.27018
3756.79994,0.75808
3756.80375,0.98838
3756.8109,0.67566
3756.8152,1.42558
3756.82426,-0.20664
3756.82664,0.23684
3756.82688,-0.19764
3756.82831,-0.60499
3756.83737,-0.23223
3756.83808,1.39971
3756.83856,-0.03433
3756.83951,-0.56533
3756.84071,-0.34328
3756.84714,-0.11648
3756.85191,0.31021
3756.85549,0.75851
3756.86336,0.07404
3756.86479,-0.23563
3756.86956,-0.07076
3756.8717,-0.26974
3756.87957,0.05829
3756.88195,-0.39314
3756.88314,-0.44396
3756.88648,0.11614
3756.88744,-0.58992
3756.88982,0.11072
3756.89006,0.10466
3756.89578,-0.60104
3756.89816,0.09489
3756.89936,1.4673
3756.90651,0.11238
3756.90675,1.08792
3756.91772,0.10654
3756.91843,0.1233
3756.92034,-0.37772
3756.92439,-0.67522
3756.93917,-0.2599
3756.93989,-0.61397
3756.94513,0.16983
3756.94632,1.3197
3756.94704,0.12464
3756.96635,1.041
3756.97041,0.00706
3756.97136,-0.3176
3756.98042,-0.59271
3756.98304,1.14899
3756.98495,0.13075
3756.98566,-0.33337
3756.98566,-0.09786
3756.989,-0.39732
3756.99019,-0.65814
3756.99067,0.1271
3756.99234,1.39812
3756.99234,-0.47141
3756.99663,1.45154
3757.00045,0.70248
3757.00164,0.12964
3757.00402,0.12982
3757.01118,1.21441
3757.01118,-0.61876
3757.01356,0.01596
3757.01904,1.38499
3757.02906,0.12303
3757.03335,0.21709
3757.03836,-0.33762
3757.04288,1.47248
3757.04336,0.1113
3757.04336,0.10846
3757.04742,-0.45824
3757.0498,0.67089
3757.05576,-0.38188
3757.05624,1.05976
3757.06387,0.13032
3757.07483,-0.10043
3757.08008,-0.01616
3757.0827,-0.01857
3757.08723,0.61106
3757.08985,1.17866
3757.09224,-0.60359
3757.1013,-0.22463
3757.10464,-0.65569
3757.10464,-0.02086
3757.10559,0.97558
3757.10583,0.9986
3757.1156,1.0171
3757.11608,-0.6489
3757.11942,0.09511
3757.12013,-0.09985
3757.12204,-0.55195
3757.12228,-0.63673
3757.13086,0.11388
3757.13277,0.03259
3757.14159,0.0191
3757.14278,0.5762
3757.14755,1.34345
3757.15184,0.05514
3757.16782,1.46414
3757.16782,0.12772
3757.17211,1.26326
3757.17258,-0.45784
3757.17378,1.42745
3757.17688,0.81125
3757.17878,-0.61528
3757.18427,0.29818
3757.19023,0.079
3757.19142,0.08017
3757.19166,1.38922
3757.19309,-0.54193
3757.2,1.43855
3757.20334,-0.26912
3757.21836,-0.22784
3757.22718,0.12053
3757.22766,-0.14233
3757.22861,0.04575
3757.2422,-0.21997
3757.24697,0.13094
3757.24983,0.13081
3757.2577,-0.4586
3757.26557,-0.13386
3757.26676,1.45087
3757.26914,-0.37436
3757.26986,0.10658
3757.27105,-0.65027
3757.27248,-0.26331
3757.27892,-0.29814
3757.28273,-0.34393
3757.28393,0.12966
3757.2906,0.12912
3757.29346,1.24939
3757.2999,-0.44775
3757.30395,0.00384
3757.30538,0.10919
3757.3061,-0.34821
3757.30705,0.13052
3757.31111,0.12275
3757.32517,0.1255
3757.3297,0.0086
3757.33232,-0.14344
3757.33733,0.12828
3757.34854,-0.65521
3757.35092,-0.01688
3757.3514,1.44414
3757.3595,-0.14585
3757.3638,1.38089
3757.36976,-0.07684
3757.37357,0.0896
3757.38525,0.11474
3757.3874,0.08911
3757.39026,-0.6239
3757.39145,0.05255
3757.39217,-0.52142
3757.39646,-0.5943
3757.39718,1.06745
3757.39765,-0.10785
3757.39932,0.0306
3757.40075,-0.34548
3757.40242,0.12904
3757.40743,-0.58475
3757.41672,-0.56772
3757.41911,0.42152
3757.42292,-0.08109
3757.42459,-0.02222
3757.42626,-0.6552
3757.42817,-0.2544
3757.43222,-0.31929
3757.43604,1.16294
3757.43747,0.11687
3757.43771,-0.62614
3757.43914,1.46552
3757.44462,-0.56735
3757.44677,-0.45932
3757.4501,0.30877
3757.45082,0.11409
3757.4532,1.36102
3757.45487,-0.61269
3757.46107,0.3186
3757.46274,0.12963
3757.46465,-0.01544
3757.46489,-0.63837
3757.47681,0.51567
3757.47943,0.12857

