#: table_doi: 10.17182/hepdata.113470.v1/t18
#: name: Fig 4b unbinned
#: description: $D^+ D^0$~mass distributions for selected candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_4b_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^+ D^0}$ [MEV],Weight []
3745.67795,0.09522
3745.68367,-0.48736
3745.69082,-0.24186
3745.70203,-0.29989
3745.71252,-0.23387
3745.71466,-0.62725
3745.718,-0.56094
3745.72516,0.08852
3745.7335,1.32666
3745.73827,-0.14134
3745.74304,0.67061
3745.74351,-0.6587
3745.74447,-0.58704
3745.74709,-0.64829
3745.7521,-0.31073
3745.75376,0.13066
3745.75758,-0.24998
3745.76306,-0.48794
3745.76497,0.87023
3745.76736,-0.006
3745.76902,-0.64221
3745.77403,0.17341
3745.77975,0.11879
3745.78452,-0.32574
3745.78476,0.05966
3745.79096,0.02257
3745.7931,-0.44714
3745.79358,-0.35343
3745.79763,0.05695
3745.80264,0.32446
3745.81122,-0.43926
3745.81194,0.12934
3745.81742,0.17396
3745.82171,0.01988
3745.83459,0.32349
3745.83983,0.09783
3745.87417,0.26218
3745.87846,-0.28874
3745.89682,-0.01458
3745.90015,0.30988
3745.90278,0.03072
3745.9054,-0.58048
3745.90659,-0.61071
3745.91637,-0.1275
3745.91684,0.00846
3745.92161,-0.04181
3745.92328,-0.26262
3745.92423,-0.44959
3745.92733,-0.54974
3745.93306,-0.43633
3745.93782,1.44277
3745.9414,0.0632
3745.95189,-0.64864
3745.95308,0.1292
3745.95618,1.16994
3745.96453,-0.5557
3745.96739,-0.32248
3745.96953,0.45449
3745.9712,-0.19939
3745.97597,1.3217
3745.97645,-0.11501
3745.97883,-0.58859
3745.98217,-0.02498
3745.98551,1.38326
3745.98575,0.1256
3745.98622,1.45618
3745.99218,1.18861
3745.99218,1.10705
3745.99481,1.39116
3746.00554,0.11864
3746.00601,0.12936
3746.0072,1.24039
3746.00792,-0.31326
3746.00816,-0.45238
3746.00864,0.13007
3746.01388,-0.15924
3746.02103,1.10744
3746.03081,-0.34595
3746.03105,-0.11667
3746.03272,0.10322
3746.04559,0.1265
3746.04607,0.08347
3746.04964,0.07288
3746.04988,0.129
3746.05131,0.08869
3746.0568,0.02751
3746.05727,0.00252
3746.06562,1.24656
3746.06609,0.12478
3746.06848,0.11857
3746.06895,0.65279
3746.07134,0.6579
3746.07563,0.1261
3746.07921,1.00498
3746.08302,1.36271
3746.08564,0.12726
3746.0916,-0.65655
3746.09446,-0.15885
3746.09852,-0.38737
3746.099,-0.05787
3746.10114,0.04248
3746.10376,1.4471
3746.10448,1.29079
3746.1102,-0.36224
3746.11521,0.11185
3746.11545,0.05334
3746.13094,-0.24548
3746.14835,0.13066
3746.15908,0.10331
3746.15932,0.23463
3746.17076,0.03407
3746.17505,-0.64814
3746.17696,1.35471
3746.19532,0.10785
3746.20152,0.07228
3746.20223,-0.0118
3746.20581,-0.46843
3746.21296,-0.00608
3746.21797,1.23113
3746.22846,-0.16808
3746.22989,0.59135
3746.23704,1.43483
3746.24372,0.12801
3746.24419,0.12902
3746.24538,-0.26159
3746.26923,0.12765
3746.27542,-0.54236
3746.29068,0.01323
3746.29188,0.08298
3746.29831,-0.2839
3746.30165,1.25456
3746.30237,-0.59447
3746.30547,0.12382
3746.30833,-0.56369
3746.31214,-0.12133
3746.31333,-0.26151
3746.31739,-0.32262
3746.31953,1.36661
3746.3274,-0.64169
3746.32812,-0.64564
3746.32859,1.25563
3746.33169,0.12534
3746.3336,1.42756
3746.33861,-0.04972
3746.36245,0.62589
3746.36555,-0.42488
3746.37222,-0.64864
3746.37437,0.12496
3746.37461,-0.63287
3746.38462,0.1296
3746.38748,0.1179
3746.39177,0.12124
3746.39392,-0.53751
3746.40751,0.12828
3746.40989,1.439
3746.41085,0.01469
3746.41156,0.70339
3746.41395,-0.26187
3746.41872,0.40328
3746.42801,0.13079
3746.43087,1.45339
3746.43993,0.70448
3746.47856,1.02288
3746.485,0.04829
3746.4931,0.10224
3746.49644,0.27921
3746.49668,0.84283
3746.50073,1.42441
3746.5055,-0.05332
3746.50979,0.12499
3746.51146,1.46323
3746.52004,-0.28483
3746.52433,0.11064
3746.53292,1.42832
3746.53316,1.36951
3746.53602,-0.1372
3746.53697,0.01421
3746.5415,-0.22299
3746.54269,-0.32858
3746.54818,-0.39796
3746.54913,0.12813
3746.55771,-0.0584
3746.56439,-0.64818
3746.56439,-0.0574
3746.5713,0.0695
3746.57726,-0.66022
3746.58752,-0.30772
3746.58871,0.09507
3746.58918,0.026
3746.59944,0.13078
3746.6042,-0.11429
3746.60516,-0.07431
3746.61016,-0.08867
3746.61565,-0.31651
3746.61827,0.27205
3746.62352,1.45966
3746.62638,-0.35912
3746.62924,1.21345
3746.63043,0.08461
3746.63854,0.12852
3746.64044,-0.59647
3746.64378,1.33278
3746.64688,1.08748
3746.68169,0.12597
3746.68336,0.10696
3746.68455,0.98246
3746.68527,-0.59774
3746.69313,0.12966
3746.69337,-0.65201
3746.69886,0.47662
3746.70196,-0.20332
3746.70816,-0.01954
3746.71674,-0.63453
3746.72365,0.0661
3746.732,0.82916
3746.73533,1.26933
3746.74249,0.11963
3746.74296,0.12952
3746.74702,-0.61134
3746.76967,0.12579
3746.77539,-0.00154
3746.77563,-0.17486
3746.7761,1.23332
3746.77944,1.25344
3746.77968,0.11288
3746.78278,-0.46098
3746.79303,-0.45502
3746.79732,0.10606
3746.79947,0.48697
3746.80281,-0.39722
3746.80543,-0.30958
3746.80614,0.04043
3746.80948,-0.61556
3746.81163,-0.343
3746.8152,-0.31529
3746.81664,-0.38671
3746.82236,-0.36263
3746.82689,0.53505
3746.83261,-0.26117
3746.83738,-0.64721
3746.83928,0.13087
3746.8493,1.4336
3746.85669,-0.65231
3746.85836,0.11676
3746.8648,0.10479
3746.86766,0.69279
3746.88172,0.11831
3746.88363,0.1124
3746.8884,-0.60423
3746.90414,0.00551
3746.912,-0.61161
3746.91296,0.97424
3746.91558,-0.38265
3746.92512,0.1303
3746.92702,-0.3371
3746.92893,-0.62687
3746.92893,-0.51375
3746.92917,0.12977
3746.9449,1.46694
3746.94705,-0.0475
3746.948,-0.05701
3746.96279,1.41095
3746.97161,0.08858
3746.97423,0.58073
3746.97685,-0.09005
3746.98019,-0.34955
3746.98305,-0.12335
3746.98663,0.0723
3746.9883,0.02916
3746.99068,1.02637
3746.99068,-0.03428
3746.99259,1.27833
3746.99426,0.95732
3746.99545,0.10126
3746.99831,-0.39462
3747.00046,0.12663
3747.00356,1.44466
3747.00594,0.13072
3747.00832,-0.64755
3747.00856,-0.52209
3747.01405,0.10099
3747.01524,-0.10108
3747.01762,-0.49489
3747.0181,0.1298
3747.01881,0.13001
3747.02549,0.22339
3747.02668,-0.6523
3747.02716,0.7616
3747.03574,0.27322
3747.04218,0.02547
3747.04576,0.12809
3747.04742,-0.1455
3747.05768,-0.62261
3747.05911,1.46692
3747.06125,0.67125
3747.06388,-0.23867
3747.0684,-0.25886
3747.07699,0.05146
3747.08366,-0.45768
3747.09344,-0.46633
3747.10035,0.13087
3747.10345,0.99204
3747.11204,0.13035
3747.12706,0.08209
3747.12825,-0.59859
3747.13254,-0.55273
3747.13612,0.03945
3747.13802,0.06813
3747.14041,-0.35638
3747.1447,0.12125
3747.14756,-0.65477
3747.1478,0.08677
3747.15209,0.99509
3747.1528,0.1083
3747.15424,1.40802
3747.159,0.10503
3747.16377,1.30206
3747.16759,0.8311
3747.17593,0.07008
3747.18452,0.08598
3747.19286,1.30776
3747.20049,1.17147
3747.20073,0.11539
3747.2055,-0.04672
3747.20764,0.1304
3747.20836,-0.24462
3747.2086,1.00468
3747.20979,-0.57759
3747.21241,0.0414
3747.21527,-0.65584
3747.21766,-0.02532
3747.21956,0.12371
3747.22433,-0.46033
3747.22481,-0.32182
3747.22528,0.11867
3747.22982,-0.10434
3747.23315,0.13078
3747.24102,0.54143
3747.25509,-0.19311
3747.25676,0.09481
3747.25938,0.13063
3747.26129,-0.02324
3747.26343,1.22297
3747.26629,-0.61166
3747.26963,0.12994
3747.2744,0.07841
3747.27511,-0.05142
3747.28751,0.12951
3747.28942,0.09669
3747.29013,-0.2678
3747.2961,1.13379
3747.29991,0.10901
3747.30062,-0.56701
3747.30134,1.12844
3747.30206,1.40386
3747.31183,-0.66132
3747.3166,0.12204
3747.31708,-0.6188
3747.32065,1.19358
3747.32256,-0.16207
3747.32304,-0.30209
3747.32661,0.65445
3747.3278,0.7025
3747.33329,-0.42079
3747.33615,0.12947
3747.33758,0.02038
3747.34306,-0.3352
3747.35403,-0.00765
3747.35832,1.42308
3747.36595,0.13044
3747.36738,0.12934
3747.36953,-0.3542
3747.37215,0.12267
3747.37883,1.22084
3747.38407,0.00862
3747.38479,0.06346
3747.39289,-0.14382
3747.39289,0.14481
3747.39361,0.21177
3747.39623,-0.22514
3747.39766,-0.13203
3747.40028,0.1144
3747.40267,-0.35627
3747.41244,-0.02621
3747.41364,0.05977
3747.42079,0.64546
3747.42794,-0.08876
3747.43438,1.34762
3747.43962,0.59628
3747.4513,0.16282
3747.45464,-0.074
3747.4649,-0.20624
3747.46633,-0.48733
3747.46776,-0.51562
3747.46942,0.06891
3747.47109,-0.53549
3747.47252,-0.48776
3747.47443,-0.57212
3747.47706,0.28922
3747.47968,-0.28001
3747.48802,-0.62798
3747.49064,-0.37348
3747.49851,0.13015
3747.50614,-0.01494
3747.51091,-0.13496
3747.51139,1.35094
3747.51449,0.12845
3747.5152,1.09
3747.52188,-0.20518
3747.52426,-0.23642
3747.52927,-0.19367
3747.52951,0.08757
3747.53141,0.07028
3747.53261,-0.6284
3747.53475,-0.50718
3747.54214,1.47584
3747.54572,0.11765
3747.5481,0.68107
3747.54882,0.13075
3747.55597,0.04272
3747.55907,-0.03815
3747.56598,-0.37966
3747.57409,0.12923
3747.57671,-0.0455
3747.58387,-0.61897
3747.58887,-0.57557
3747.59364,0.13057
3747.59412,-0.4061
3747.59793,0.12383
3747.59936,0.63667
3747.60508,1.2513
3747.60699,-0.47609
3747.60747,1.43588
3747.61438,0.11295
3747.61701,-0.06214
3747.61915,0.12933
3747.6244,-0.66682
3747.62511,0.0819
3747.63942,1.01359
3747.64514,0.12466
3747.64943,0.11345
3747.65158,0.84943
3747.65944,0.13001
3747.66469,0.12626
3747.66707,0.10229
3747.6728,1.46017
3747.67375,-0.02743
3747.67637,0.00669
3747.67995,0.02978
3747.68019,-0.65426
3747.69282,1.34854
3747.70355,-0.00539
3747.7076,-0.40242
3747.71166,-0.04526
3747.71547,-0.61019
3747.71786,0.4291
3747.7212,-0.35571
3747.72716,0.14913
3747.72882,0.10574
3747.72954,0.11402
3747.73121,-0.03486
3747.73455,-0.57928
3747.73645,0.11438
3747.74432,0.01316
3747.75195,-0.48621
3747.75505,1.18392
3747.75839,-0.50842
3747.76602,1.13602
3747.76721,-0.03605
3747.76888,-0.65175
3747.77675,1.18501
3747.77818,-0.19546
3747.78318,-0.2828
3747.78438,-0.66101
3747.78628,1.43945
3747.78652,1.21792
3747.78748,-0.39742
3747.79177,-0.58174
3747.79224,-0.08372
3747.8013,-0.26764
3747.80726,0.21896
3747.81275,-0.56878
3747.81561,0.1298
3747.81632,-0.32063
3747.81823,0.13027
3747.83468,0.38579
3747.83707,0.00998
3747.8385,-0.03664
3747.84017,0.12808
3747.84493,0.12796
3747.84899,-0.03355
3747.85328,-0.16347
3747.85805,-0.05507
3747.86782,0.12377
3747.87474,0.00143
3747.87736,-0.0111
3747.88642,-0.45416
3747.89119,0.26454
3747.89333,0.12687
3747.90239,-0.60974
3747.90382,-0.01143
3747.92099,0.13007
3747.9229,-0.04867
3747.93148,-0.12245
3747.9322,-0.10387
3747.93243,-0.14275
3747.93339,-0.49131
3747.93386,-0.057
3747.9353,-0.01132
3747.93553,0.1039
3747.94865,0.58511
3747.95604,1.09696
3747.97273,-0.07773
3747.97463,0.79872
3747.98131,-0.08561
3747.98346,0.10744
3747.98751,-0.02191
3747.98942,0.13087
3747.98942,0.04947
3747.99037,-0.65686
3747.99061,-0.66702
3747.99085,-0.61101
3748.00038,-0.45526
3748.00205,0.09117
3748.0073,0.4881
3748.00825,-0.17848
3748.01636,0.89194
3748.0166,-0.30356
3748.0197,0.12837
3748.02256,0.04764
3748.0247,-0.32567
3748.03233,-0.5232
3748.03782,0.16904
3748.03877,0.09491
3748.04258,-0.1899
3748.04997,0.1309
3748.05021,-0.17536
3748.05188,0.04948
3748.05546,0.1173
3748.06333,-0.15583
3748.06356,-0.19695
3748.06356,-0.06463
3748.065,0.07502
3748.07906,0.15166
3748.08717,0.58087
3748.08741,-0.55166
3748.08764,-0.65737
3748.0886,-0.58227
3748.09194,-0.56457
3748.09384,-0.32323
3748.09647,0.13065
3748.09718,0.1289
3748.10052,1.36103
3748.1041,-0.52506
3748.1072,-0.02406
3748.10839,1.40326
3748.11387,1.35083
3748.11721,0.34722
3748.12031,0.53707
3748.12222,-0.01486
3748.12269,-0.31777
3748.12532,0.08061
3748.13438,0.08882
3748.13485,-0.6098
3748.13914,0.0544
3748.14677,-0.65765
3748.14701,1.17478
3748.14916,-0.62319
3748.15321,-0.46918
3748.16608,0.05923
3748.16656,0.00263
3748.17204,0.07706
3748.1823,1.2484
3748.19136,-0.15663
3748.19422,-0.56399
3748.19565,0.02693
3748.20256,-0.29806
3748.20471,1.29145
3748.21377,0.12991
3748.21424,1.34959
3748.2183,0.1016
3748.22378,-0.18698
3748.22426,0.14872
3748.23189,0.13062
3748.23737,1.17504
3748.23856,0.13076
3748.24357,-0.05742
3748.25215,-0.21699
3748.25215,-0.25035
3748.25954,0.12649
3748.26169,1.00231
3748.27409,0.04954
3748.27409,0.12239
3748.27456,1.38017
3748.27671,0.00332
3748.28196,-0.39564
3748.29316,0.11878
3748.29435,0.82833
3748.30079,-0.65532
3748.30127,-0.38983
3748.30294,1.20304
3748.30341,0.03795
3748.31009,-0.61669
3748.31319,0.05811
3748.31653,0.09445
3748.32225,0.13092
3748.32439,0.11603
3748.32678,-0.58635
3748.32869,1.31473
3748.32916,-0.03078
3748.32964,-0.4162
3748.33822,1.16286
3748.34061,0.02528
3748.34848,0.22596
3748.36159,-0.6483
3748.36946,0.02529
3748.38781,0.14899
3748.3921,0.50563
3748.39377,1.12662
3748.3952,0.12943
3748.39807,1.08748
3748.40212,-0.017
3748.40379,0.09874
3748.41261,-0.03169
3748.41595,-0.02206
3748.41833,-0.53863
3748.42501,0.96843
3748.42668,0.13088
3748.43574,0.12558
3748.4374,-0.17749
3748.44408,1.46306
3748.44456,-0.40758
3748.44575,-0.63562
3748.45314,0.13085
3748.45409,0.1279
3748.46435,-0.47174
3748.46435,0.0935
3748.46578,0.00045
3748.46625,1.46807
3748.46911,0.07313
3748.47174,0.11319
3748.47412,0.07867
3748.47603,-0.50829
3748.47984,-0.55194
3748.49415,-0.35217
3748.49939,0.13093
3748.50154,-0.32805
3748.50583,1.30971
3748.50631,-0.29121
3748.51489,-0.53271
3748.51751,-0.13272
3748.52109,0.061
3748.523,0.13077
3748.52419,0.12742
3748.53063,1.21855
3748.53158,0.13094
3748.53802,0.02685
3748.54064,0.114
3748.54374,0.09915
3748.54565,0.0865
3748.55113,-0.27161
3748.5559,-0.03089
3748.56043,0.1307
3748.56043,-0.02185
3748.56996,0.12846
3748.57163,1.08979
3748.57283,0.13093
3748.57306,0.08108
3748.58022,-0.56519
3748.58379,-0.01827
3748.58451,-0.11432
3748.58832,0.50609
3748.58904,-0.04687
3748.59142,-0.47252
3748.59881,1.4294
3748.60501,-0.34688
3748.60787,1.3805
3748.61026,0.1064
3748.61646,-0.51258
3748.62504,1.4362
3748.63267,0.64745
3748.63434,-0.06757
3748.64388,0.12438
3748.65127,0.55585
3748.65341,0.04454
3748.65508,-0.18595
3748.66009,-0.6101
3748.66176,0.33644
3748.66748,0.14103
3748.67129,-0.22852
3748.67153,0.13091
3748.67296,-0.66207
3748.68417,0.09067
3748.68727,0.12284
3748.69466,0.33652
3748.69824,-0.1466
3748.70014,0.12858
3748.70443,-0.31483
3748.70467,1.41093
3748.70729,0.12004
3748.70896,0.13083
3748.71182,1.47078
3748.71755,0.12439
3748.72327,-0.11379
3748.72589,-0.56214
3748.72637,-0.43217
3748.73543,0.04724
3748.7402,0.10543
3748.74878,-0.39449
3748.75712,0.047
3748.76738,0.08927
3748.76881,1.38585
3748.76976,-0.49526
3748.77238,1.25757
3748.77429,0.13025
3748.78693,0.00232
3748.79622,0.34321
3748.80481,0.13093
3748.806,0.10735
3748.81554,0.117
3748.81578,0.13071
3748.81864,-0.63817
3748.82126,0.04783
3748.82174,0.29671
3748.82269,1.18614
3748.82531,-0.28692
3748.82603,0.08502
3748.8265,-0.6377
3748.8277,0.1048
3748.8277,-0.30517
3748.83342,-0.33992
3748.84534,1.05635
3748.85202,-0.04393
3748.85225,-0.38449
3748.85607,1.04874
3748.8625,0.12679
3748.86704,0.11219
3748.87013,-0.6575
3748.88778,-0.64281
3748.89159,-0.02164
3748.89159,-0.46672
3748.89302,-0.66731
3748.89326,0.06431
3748.90423,1.29348
3748.9078,0.11874
3748.91043,0.51036
3748.91686,0.0995
3748.92378,1.10168
3748.92974,0.71694
3748.93045,-0.09492
3748.93975,0.13055
3748.94643,-0.60936
3748.94714,-0.50578
3748.94953,-0.0596
3748.9562,-0.06996
3748.9562,0.1134
3748.9562,-0.5794
3748.95668,-0.16672
3748.9574,0.21636
3748.95787,-0.36255
3748.97361,0.03437
3748.99292,0.11397
3748.9953,0.71438
3749.00246,0.1172
3749.0027,-0.2056
3749.00484,0.13074
3749.00818,0.0623
3749.00866,-0.00478
3749.01819,-0.52764
3749.01938,-0.37494
3749.02153,1.27029
3749.02511,0.1309
3749.02725,1.47919
3749.03178,-0.18302
3749.03536,-0.23987
3749.0387,-0.15638
3749.04156,-0.01342
3749.04513,-0.32169
3749.04513,0.13072
3749.04728,-0.33273
3749.04966,-0.18245
3749.05348,-0.40647
3749.05706,-0.0364
3749.05825,-0.36645
3749.0592,0.1454
3749.06039,0.14044
3749.06635,-0.01048
3749.06802,-0.65914
3749.0735,0.89191
3749.07494,1.16222
3749.07684,0.12507
3749.07875,-0.13928
3749.07994,-0.5924
3749.07994,-0.45384
3749.089,-0.53709
3749.08948,1.4526
3749.0921,-0.19621
3749.09449,-0.52353
3749.09687,0.07045
3749.09711,1.33186
3749.09902,0.12902
3749.10116,-0.023
3749.10283,0.08772
3749.11618,0.12524
3749.11642,0.03606
3749.11714,-0.10466
3749.11714,0.13084
3749.11833,-0.01186
3749.12143,0.13093
3749.12262,1.42836
3749.1324,-0.63468
3749.13263,1.27513
3749.13907,-0.56086
3749.14956,-0.65148
3749.15504,0.14332
3749.156,-0.57994
3749.15648,0.0011
3749.15838,0.10745
3749.16029,-0.04262
3749.16363,-0.25113
3749.16744,-0.04522
3749.16744,1.1756
3749.16816,0.13064
3749.17316,0.01097
3749.17889,0.09898
3749.17984,0.15791
3749.18985,0.98349
3749.19272,-0.49094
3749.19534,-0.34302
3749.19581,-0.15469
3749.19915,0.07614
3749.20392,1.06163
3749.21107,0.12727
3749.21298,-0.22412
3749.22156,-0.24766
3749.22252,-0.57659
3749.22967,0.12896
3749.23134,-0.19369
3749.23325,-0.64171
3749.23492,0.12964
3749.24588,1.12097
3749.24827,0.12694
3749.24827,-0.44032
3749.259,-0.35347
3749.26114,0.08576
3749.27068,1.43636
3749.28236,0.88916
3749.29476,0.80766
3749.29476,0.12936
3749.30191,0.08677
3749.30787,-0.61214
3749.30811,1.13189
3749.31145,0.13073
3749.31431,-0.08029
3749.31455,1.06822
3749.31526,1.46142
3749.31574,0.00767
3749.31741,0.76588
3749.31955,0.07144
3749.32241,1.36671
3749.32384,-0.47491
3749.33147,-0.5558
3749.33314,0.11655
3749.33624,0.0371
3749.3391,0.09947
3749.34363,0.9818
3749.34387,-0.65712
3749.34411,1.08417
3749.35722,0.70005
3749.36152,-0.47853
3749.37177,0.12873
3749.37248,0.35539
3749.37868,1.43027
3749.38226,0.12147
3749.38273,-0.43427
3749.38393,0.02879
3749.38607,0.08928
3749.39513,1.40968
3749.40467,1.18443
3749.41254,1.36468
3749.4204,0.1257
3749.42899,1.4488
3749.43876,1.31146
3749.44162,1.07651
3749.44329,1.47549
3749.44353,-0.27101
3749.44973,-0.22951
3749.45664,-0.31486
3749.45736,-0.65657
3749.46785,0.08364
3749.48502,-0.19881
3749.48502,1.11818
3749.49884,0.12901
3749.50624,1.38491
3749.51363,-0.06691
3749.51601,1.17721
3749.52006,1.05694
3749.52722,-0.12618
3749.52769,1.45789
3749.53628,-0.31985
3749.53651,-0.64416
3749.53985,0.12873
3749.54152,0.29817
3749.55106,-0.23262
3749.55797,0.13086
3749.56226,-0.49101
3749.5656,1.14487
3749.57061,0.1277
3749.57061,-0.6216
3749.5749,-0.24314
3749.57728,0.01089
3749.58205,0.12317
3749.58468,1.18819
3749.58968,-0.22795
3749.59397,-0.39924
3749.60232,0.02775
3749.60351,0.01117
3749.60804,-0.44376
3749.60947,0.02731
3749.61042,-0.64913
3749.6109,0.09351
3749.61352,-0.52066
3749.61615,0.13087
3749.61734,1.23194
3749.62068,0.5923
3749.62282,-0.11278
3749.62521,-0.12274
3749.63212,-0.46922
3749.63355,0.13094
3749.63355,-0.56476
3749.64905,-0.11319
3749.6562,-0.12105
3749.65787,1.07706
3749.67027,0.11259
3749.67384,-0.64984
3749.68195,0.12982
3749.68314,0.25242
3749.686,-0.05378
3749.68791,-0.58625
3749.69792,0.03836
3749.71056,0.13033
3749.71223,-0.34963
3749.71628,-0.25177
3749.71843,-0.13097
3749.71867,0.08482
3749.72296,0.04851
3749.72773,-0.44568
3749.72868,-0.34907
3749.73082,0.33724
3749.73536,1.46059
3749.73631,0.21218
3749.74036,1.33398
3749.7406,-0.18768
3749.74132,1.08132
3749.74275,-0.64337
3749.74346,0.0934
3749.74465,0.13061
3749.74799,0.12833
3749.7611,0.12979
3749.76158,-0.35532
3749.77517,-0.07658
3749.77589,-0.07528
3749.77732,0.10696
3749.77946,-0.25046
3749.79615,-0.26806
3749.79734,-0.57854
3749.81761,0.04874
3749.81809,0.12982
3749.81904,0.05129
3749.825,1.20401
3749.82572,0.04922
3749.83525,-0.33114
3749.84455,1.19772
3749.84503,-0.00355
3749.8455,1.38698
3749.85027,-0.46862
3749.85194,-0.54875
3749.86029,0.08586
3749.86029,-0.10149
3749.86315,-0.63318
3749.8672,0.11779
3749.86887,0.39656
3749.87102,0.1303
3749.88961,0.03002
3749.89343,-0.60527
3749.89963,-0.024
3749.9001,-0.61769
3749.90368,0.61886
3749.90416,-0.64038
3749.91417,0.37516
3749.91894,-0.40502
3749.9268,-0.13892
3749.93181,-0.11515
3749.93253,0.07236
3749.93348,0.95512
3749.93444,0.1309
3749.93491,1.01496
3749.9373,-0.09367
3749.94206,0.13076
3749.94302,-0.0375
3749.95041,-0.35352
3749.9547,0.53311
3749.95947,-0.64775
3749.96662,0.1832
3749.96758,-0.58879
3749.96901,-0.58938
3749.97044,-0.2805
3749.9733,-0.34689
3749.97377,0.04424
3749.97592,0.12424
3749.97902,-0.13083
3749.97926,-0.59462
3749.98116,0.02152
3749.98379,-0.04582
3749.98951,-0.10831
3749.99166,0.66237
3749.99809,-0.04338
3750.00477,0.12645
3750.00882,-0.3142
3750.01073,0.30842
3750.01073,0.13025
3750.01192,-0.36277
3750.01216,1.34274
3750.01383,0.20069
3750.01669,-0.11603
3750.01884,-0.37677
3750.02694,0.13046
3750.02766,0.06888
3750.03076,0.13023
3750.03171,0.10947
3750.05674,-0.08381
3750.05722,0.03513
3750.05865,-0.30052
3750.06056,-0.16386
3750.06199,0.26982
3750.07105,-0.00269
3750.072,0.12972
3750.07677,-0.51836
3750.07749,-0.3454
3750.08058,0.08648
3750.0844,0.04078
3750.08583,-0.08618
3750.08798,0.09398
3750.08917,0.01119
3750.08964,0.92734
3750.10014,-0.34116
3750.11086,0.1093
3750.11134,0.11219
3750.12183,-0.10825
3750.12422,-0.0944
3750.13375,-0.44502
3750.13494,0.04421
3750.13566,0.07028
3750.13757,0.03346
3750.13852,-0.14912
3750.14544,0.1307
3750.14877,1.45397
3750.15235,1.27234
3750.1576,0.30438
3750.16785,0.05041
3750.17452,-0.15608
3750.17691,0.12884
3750.1831,-0.45862
3750.18573,-0.39656
3750.18954,1.38543
3750.19026,1.4547
3750.19956,-0.4908
3750.20599,0.12274
3750.20623,-0.49431
3750.20933,0.06331
3750.21362,-0.65741
3750.22531,-0.64923
3750.2265,1.28294
3750.22721,-0.54606
3750.22769,-0.41692
3750.22793,0.05491
3750.23055,0.6996
3750.2346,-0.59974
3750.23842,1.19759
3750.24271,1.45727
3750.24271,-0.37242
3750.24581,0.0739
3750.24629,-0.32326
3750.24915,0.10323
3750.25034,0.1299
3750.26059,0.00391
3750.26488,0.0989
3750.26608,0.12786
3750.26965,0.46334
3750.27251,0.13092
3750.27609,-0.17216
3750.27633,0.95139
3750.27728,0.13014
3750.28396,-0.36839
3750.28992,0.03612
3750.29397,0.08854
3750.30017,-0.40749
3750.30017,0.04567
3750.30065,0.03268
3750.30065,1.29958
3750.30398,-0.01843
3750.30756,-0.22106
3750.30875,-0.08936
3750.31042,0.13074
3750.3171,-0.50805
3750.32258,0.13075
3750.32663,0.11795
3750.33283,0.12987
3750.33402,0.58995
3750.33546,0.06258
3750.33808,1.04953
3750.34237,-0.06625
3750.34261,-0.5539
3750.34308,0.37972
3750.34857,0.13093
3750.35548,0.95957
3750.35596,1.38898
3750.36001,1.39062
3750.3624,1.47999
3750.37098,0.06496
3750.37312,0.88646
3750.38004,0.13061
3750.38052,-0.65009
3750.40007,0.11288
3750.40078,0.13085
3750.40936,0.69729
3750.41199,-0.00405
3750.41437,0.32207
3750.41461,0.12498
3750.42152,0.02734
3750.42486,-0.53907
3750.43225,0.01883
3750.4344,0.05861
3750.43607,-0.5834
3750.4437,1.05223
3750.45109,0.12013
3750.45347,1.37165
3750.45395,0.82826
3750.45514,-0.39949
3750.45919,-0.25637
3750.46945,-0.26505
3750.47374,0.08864
3750.47803,0.12308
3750.4797,-0.0193
3750.48685,-0.15683
3750.48804,0.77097
3750.49233,1.10656
3750.49281,1.13704
3750.49591,-0.45172
3750.49639,-0.59375
3750.49639,1.43141
3750.49949,-0.61837
3750.49972,-0.48279
3750.5002,-0.3289
3750.5002,-0.65965
3750.50139,0.13087
3750.50282,0.12045
3750.50855,1.26417
3750.50902,0.12572
3750.51594,0.12773
3750.52285,-0.20991
3750.52452,0.03272
3750.52452,0.05713
3750.52786,0.0368
3750.53692,-0.65305
3750.5405,0.12835
3750.55027,0.13095
3750.55337,0.12989
3750.55408,0.07318
3750.55456,0.10213
3750.56434,-0.55218
3750.56601,-0.27376
3750.56815,-0.36475
3750.57316,0.72645
3750.57435,-0.05938
3750.57602,0.09474
3750.5815,1.39559
3750.58675,0.10282
3750.5877,-0.06737
3750.58818,0.54772
3750.59128,0.01636
3750.59128,-0.48453
3750.59772,0.33546
3750.60463,1.2994
3750.60678,0.00253
3750.60701,-0.14669
3750.60988,0.07726
3750.61035,0.12985
3750.61226,0.12664
3750.62871,0.12983
3750.63229,0.0216
3750.63729,-0.4122
3750.63944,1.45586
3750.64492,1.37436
3750.65184,0.02738
3750.6547,1.1597
3750.6597,0.12471
3750.66256,-0.32094
3750.6671,1.36606
3750.68045,0.82491
3750.68235,-0.00072
3750.68951,-0.21635
3750.69046,0.85304
