#: table_doi: 10.17182/hepdata.113470.v1/t17
#: name: Fig 4a unbinned
#: description: $D^0 D^0$~mass distributions for selected candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_4a_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^0 D^0}$ [MEV],Weight []
3742.66696,-0.00487
3742.67244,1.18047
3742.67697,0.11555
3742.68198,1.38731
3742.68508,0.0563
3742.69009,0.09876
3742.69891,-0.48494
3742.70082,0.08823
3742.70105,-0.18835
3742.70868,0.11119
3742.71345,-0.21116
3742.72323,1.00399
3742.72466,-0.53561
3742.72609,-0.53418
3742.72728,-0.41252
3742.72942,-0.48079
3742.74635,-0.0763
3742.76781,0.85487
3742.77329,-0.43842
3742.77353,0.11539
3742.77854,1.16477
3742.78545,-0.49176
3742.78617,-0.4827
3742.81883,0.10588
3742.81979,1.14976
3742.82622,0.39106
3742.83218,-0.42177
3742.8453,0.00458
3742.8546,0.11542
3742.85698,0.11547
3742.85865,0.03673
3742.8627,-0.49572
3742.88702,0.82988
3742.89608,1.2991
3742.91038,-0.02222
3742.91611,-0.36501
3742.91635,-0.33396
3742.91658,-0.54856
3742.91778,0.11235
3742.92564,0.66462
3742.92612,-0.49934
3742.93566,-0.11709
3742.93613,1.19173
3742.93852,0.10962
3742.95116,-0.16999
3742.95521,-0.45955
3742.95974,0.44317
3742.96522,0.86486
3742.9781,0.11455
3742.98477,0.1005
3742.99026,-0.4835
3742.99169,-0.52728
3742.99979,-0.11688
3743.00098,0.11555
3743.01529,-0.11234
3743.03031,0.03599
3743.03412,1.35819
3743.03508,0.03914
3743.03556,-0.0281
3743.03913,-0.3645
3743.04247,-0.2402
3743.05129,0.02929
3743.06059,0.09898
3743.0625,0.11554
3743.06536,0.09426
3743.07299,1.27647
3743.07299,0.11494
3743.08682,-0.03191
3743.08872,-0.33352
3743.09134,-0.4735
3743.09278,-0.40103
3743.10636,0.11209
3743.1066,0.08308
3743.11137,1.27203
3743.1252,0.56114
3743.13974,0.05065
3743.14499,0.10637
3743.15762,1.37266
3743.15786,-0.48123
3743.17098,0.11553
3743.17145,1.14568
3743.20173,0.11547
3743.21008,1.04428
3743.2189,1.29016
3743.2189,-0.18124
3743.2189,0.99698
3743.21914,0.55635
3743.21985,0.11513
3743.22152,1.0234
3743.22343,0.10166
3743.22391,-0.47928
3743.22629,-0.35453
3743.24036,-0.15393
3743.24131,0.06751
3743.24369,0.11524
3743.24441,-0.05648
3743.24727,1.00625
3743.2487,0.03457
3743.25228,0.10009
3743.27374,-0.43077
3743.2785,-0.43611
3743.2785,0.84338
3743.28208,-0.16229
3743.2971,0.09941
3743.29996,1.34646
3743.3064,1.24888
3743.30831,-0.3041
3743.3126,1.36954
3743.3188,-0.35817
3743.32762,0.11546
3743.32881,0.05126
3743.33072,1.27686
3743.33525,0.0751
3743.33548,-0.4666
3743.35146,-0.48303
3743.36076,1.17086
3743.36958,-0.49079
3743.36982,0.11554
3743.3703,-0.46238
3743.38078,1.09042
3743.38126,-0.54367
3743.39032,0.07513
3743.39294,-0.00634
3743.41202,-0.23507
3743.41202,0.03296
3743.41488,-0.00866
3743.41822,-0.46972
3743.42084,-0.38729
3743.42322,1.34337
3743.4237,1.30961
3743.43872,-0.00349
3743.44897,0.43004
3743.4516,0.61225
3743.45684,-0.1307
3743.46089,-0.37107
3743.46209,-0.30131
3743.46328,-0.25903
3743.46542,0.01254
3743.47401,-0.13154
3743.48593,-0.06093
3743.49356,0.11239
3743.49427,0.11546
3743.4969,1.34159
3743.49713,-0.11015
3743.50357,0.06688
3743.50596,0.11252
3743.50882,0.09856
3743.51048,-0.30768
3743.51239,0.11526
3743.51239,0.08581
3743.53695,-0.40867
3743.54386,-0.1772
3743.54792,-0.03992
3743.55078,-0.42441
3743.5596,0.01254
3743.5708,1.12301
3743.58082,-0.50732
3743.58225,0.11516
3743.58821,-0.44855
3743.5956,-0.13625
3743.59608,0.1155
3743.6099,0.11266
3743.61634,0.11019
3743.6192,-0.55577
3743.62135,-0.46104
3743.62946,0.10238
3743.63208,1.03189
3743.63303,-0.53808
3743.63708,1.33175
3743.63971,-0.465
3743.64328,0.11461
3743.64376,0.03706
3743.65449,1.10553
3743.65711,0.11552
3743.66188,-0.06354
3743.66832,-0.50159
3743.67952,1.15822
3743.68024,-0.08774
3743.68358,-0.50204
3743.69764,0.62629
3743.71123,1.01478
3743.71362,0.09474
3743.72768,0.11396
3743.72816,0.11553
3743.73054,0.10356
3743.73078,-0.15064
3743.74461,-0.02751
3743.76035,-0.4576
3743.76178,0.14714
3743.76392,1.0906
3743.7737,0.04404
3743.77871,0.11529
3743.77918,-0.15855
3743.78562,0.66906
3743.78681,-0.47612
3743.78896,0.11529
3743.79015,-0.52992
3743.7942,-0.5013
3743.80326,-0.55364
3743.81018,0.10381
3743.82019,1.38831
3743.82567,-0.53657
3743.82806,-0.22999
3743.83187,-0.19859
3743.84046,-0.0114
3743.84117,1.13867
3743.8426,-0.3385
3743.84284,-0.54804
3743.84808,-0.1858
3743.85548,-0.00349
3743.85929,-0.13199
3743.86191,0.10958
3743.86501,0.06774
3743.86597,0.10156
3743.86764,0.52793
3743.86954,-0.52553
3743.86954,-0.42575
3743.87002,-0.45778
3743.87121,-0.45061
3743.87932,1.1101
3743.88123,1.20231
3743.88719,0.10768
3743.89696,-0.2178
3743.90054,0.00642
3743.90578,1.36573
3743.91079,0.06019
3743.9177,0.01634
3743.92343,0.07393
3743.92796,0.4842
3743.92915,-0.55477
3743.93296,0.28204
3743.93368,0.11239
3743.9363,-0.09812
3743.93749,0.11274
3743.94822,1.21765
3743.95204,0.42636
3743.96253,-0.48137
3743.96658,-0.43405
3743.9692,0.07695
3743.9754,1.00285
3743.98184,0.04724
3743.98422,-0.51999
3743.98494,0.11099
3743.99638,0.46456
3743.9971,0.01512
3744.0021,-0.28384
3744.00663,-0.48281
3744.00854,0.11533
3744.01259,0.09571
3744.01522,0.11553
3744.01975,0.10719
3744.02356,0.10854
3744.03429,0.82858
3744.03739,0.11366
3744.03834,0.97594
3744.03882,0.81602
3744.04478,1.12714
3744.04621,1.26072
3744.04716,0.77523
3744.06195,-0.28089
3744.06982,1.29023
3744.07077,0.02334
3744.07506,-0.47643
3744.07578,0.99408
3744.07601,-0.2022
3744.08078,-0.14175
3744.0834,0.11555
3744.08674,-0.31258
3744.09461,1.02358
3744.10486,1.36206
3744.11654,1.32315
3744.12298,-0.28232
3744.12394,1.35433
3744.12584,0.11518
3744.13371,1.37819
3744.13514,0.11553
3744.13872,-0.50282
3744.14658,-0.21707
3744.1473,0.04604
3744.17353,-0.1467
3744.1752,-0.01134
3744.17996,0.5818
3744.18616,0.32101
3744.18783,0.11554
3744.19522,0.11553
3744.19642,0.11225
3744.19642,0.11448
3744.2019,-0.06463
3744.20238,-0.4285
3744.20261,1.06006
3744.21334,0.11539
3744.22097,-0.5358
3744.22121,-0.5386
3744.2286,-0.24295
3744.22932,0.08828
3744.23337,-0.47121
3744.25173,0.11256
3744.2596,-0.55556
3744.2646,0.44175
3744.28511,-0.4406
3744.2894,0.09673
3744.29345,-0.55368
3744.30132,0.62668
3744.30227,1.08271
3744.30561,-0.29484
3744.30561,-0.42907
3744.33494,0.11447
3744.33684,-0.33202
3744.33827,0.09499
3744.34638,0.15516
3744.3521,1.21276
3744.35234,0.03844
3744.35449,0.11538
3744.36164,-0.49282
3744.37094,-0.22742
3744.37547,-0.04999
3744.38047,-0.45528
3744.38095,-0.19737
3744.38596,0.11544
3744.39359,0.02143
3744.39406,1.27141
3744.40265,0.11103
3744.41385,-0.52426
3744.41814,-0.31178
3744.41934,1.3514
3744.42363,-0.39712
3744.42959,0.10261
3744.43626,1.00669
3744.4365,-0.31128
3744.44127,-0.29337
3744.4427,0.10007
3744.44389,0.1121
3744.44938,0.11457
3744.45081,-0.32285
3744.45605,1.20875
3744.47298,0.11495
3744.49134,-0.43128
3744.49801,-0.13098
3744.50469,0.57805
3744.50779,0.1016
3744.51637,0.11487
3744.51685,-0.33973
3744.52043,1.27513
3744.52114,-0.47889
3744.52424,-0.49759
3744.52925,-0.06374
3744.53187,0.11536
3744.54045,0.1786
3744.54522,0.11476
3744.54546,1.16375
3744.54761,-0.54493
3744.56048,0.10746
3744.56072,-0.16116
3744.56286,0.09814
3744.58337,-0.39834
3744.58456,0.10749
3744.59148,0.02238
3744.59338,0.11518
3744.59457,1.01532
3744.59505,-0.52648
3744.59958,0.02621
3744.6053,-0.50258
3744.61174,-0.47452
3744.61365,-0.29883
3744.61675,-0.53696
3744.61698,1.34807
3744.61746,-0.08068
3744.61818,0.41346
3744.62008,0.81731
3744.62199,-0.05528
3744.63153,-0.55776
3744.6332,1.33596
3744.63892,-0.45461
3744.64107,0.11132
3744.64107,0.3453
3744.64202,-0.40263
3744.6444,0.1049
3744.64655,0.10286
3744.64726,-0.53438
3744.65036,-0.22206
3744.65942,0.0309
3744.70854,-0.53037
3744.71259,1.31377
3744.71641,-0.37927
3744.72213,0.08421
3744.72856,0.11554
3744.73,-0.02048
3744.73143,-0.19272
3744.7319,0.11136
3744.73286,-0.29263
3744.73572,0.11543
3744.73977,-0.50756
3744.74502,0.11515
3744.7474,1.30852
3744.74907,-0.30501
3744.75217,0.73696
3744.75598,0.11503
3744.75646,1.12319
3744.7629,0.11554
3744.77124,0.11331
3744.78364,1.26931
3744.7865,-0.28738
3744.79652,-0.41458
3744.79914,-0.20312
3744.80057,0.98
3744.80271,0.99212
3744.8144,0.08997
3744.81511,-0.22529
3744.82226,0.00467
3744.82966,0.06552
3744.83013,0.11545
3744.83085,0.48168
3744.838,-0.03225
3744.84324,0.42994
3744.84634,-0.48225
3744.84849,0.0182
3744.85183,0.10622
3744.85707,-0.41641
3744.86208,-0.56556
3744.86566,0.85543
3744.86613,0.03845
3744.87257,0.10931
3744.87519,-0.30556
3744.87591,0.03573
3744.88092,0.1147
3744.88092,-0.53022
3744.89665,0.0183
3744.90046,0.10234
3744.90738,1.22421
3744.91358,-0.50322
3744.91525,1.37398
3744.92049,-0.48949
3744.94171,-0.49761
3744.94839,1.33156
3744.94934,1.25495
3744.95172,-0.52019
3744.95864,1.32068
3744.96341,0.11523
3744.97128,-0.39614
3744.97175,-0.07133
3744.977,0.11554
3744.97986,0.31103
3744.9832,-0.07604
3744.98582,0.06427
3744.98677,1.36178
3744.99941,-0.38161
3745.00012,0.01687
3745.00155,-0.50105
3745.00346,0.70263
3745.01514,-0.14909
3745.01538,-0.33438
3745.02444,0.82416
3745.02993,0.08295
3745.04447,1.33119
3745.05711,-0.48243
3745.06164,-0.48037
3745.06235,-0.11462
3745.06712,-0.50502
3745.07356,0.97827
3745.0757,-0.08059
3745.08262,-0.4635
3745.08786,-0.54505
3745.09144,-0.33608
3745.09358,0.11555
3745.09621,-0.05233
3745.10288,0.1145
3745.10813,1.27398
3745.10813,1.37116
3745.11409,-0.3184
3745.11552,-0.04346
3745.11576,1.31104
3745.12076,0.92182
3745.12196,-0.49714
3745.12243,0.99585
3745.12386,0.05463
3745.12434,1.0255
3745.12553,-0.42494
3745.13078,-0.01502
3745.13864,0.64563
3745.14413,0.1086
3745.14961,0.11439
3745.15462,0.90581
3745.15867,0.24128
3745.17131,-0.48078
3745.17178,-0.51225
3745.17369,0.68344
3745.17417,0.09685
3745.17822,-0.23828
3745.1818,-0.02676
3745.18299,0.00497
3745.18323,-0.01939
3745.19038,-0.1073
3745.19157,-0.45952
3745.19801,-0.37067
3745.20159,1.33782
3745.20588,-0.37094
3745.21232,-0.36983
3745.21279,0.11547
3745.2147,0.08624
3745.2178,-0.3734
3745.21852,0.11555
3745.22328,-0.12943
3745.23068,1.31942
3745.2333,0.10522
3745.23449,0.09919
3745.2352,-0.15238
3745.23616,0.11531
3745.23926,-0.11812
3745.24665,0.21592
3745.24903,0.06761
3745.25428,0.11408
3745.26048,-0.35124
3745.26954,0.11548
3745.28456,-0.06221
3745.28861,1.04552
3745.29195,-0.37962
3745.29195,1.12566
3745.29362,-0.11761
3745.296,-0.54106
3745.30244,0.5574
3745.31078,0.43324
3745.3165,-0.07534
3745.32771,0.03628
3745.33534,0.07544
3745.33701,0.10549
3745.34321,0.66501
3745.36562,0.54203
3745.36776,1.18055
3745.38112,1.37898
3745.38231,-0.04126
3745.38302,0.16473
3745.38636,1.18498
3745.3928,-0.23009
3745.404,1.06171
3745.4071,-0.50494
3745.40973,0.11305
3745.4114,0.0385
3745.41521,0.11554
3745.41521,-0.13192
3745.41616,-0.35369
3745.41712,-0.53263
3745.42451,0.29057
3745.42928,-0.42397
3745.43238,-0.07202
3745.43262,0.48537
3745.43309,1.00253
3745.43786,-0.00462
3745.44001,0.1107
3745.44096,0.40133
3745.44644,0.05612
3745.4474,0.11152
3745.46027,0.08746
3745.46647,0.09934
3745.4741,0.01456
3745.47934,0.89497
3745.48459,-0.52885
3745.48745,0.11554
3745.49246,-0.48682
3745.49818,-0.4602
3745.50128,0.11483
3745.50176,0.11432
3745.5132,1.22283
3745.51654,0.03322
3745.52918,0.0802
3745.53037,-0.19691
3745.5306,0.04715
3745.53251,0.44673
3745.53776,0.99747
3745.538,-0.54985
3745.53895,-0.44566
3745.54563,0.1039
3745.55159,-0.35344
3745.55993,-0.41933
3745.56923,0.11553
3745.57233,0.11307
3745.57471,0.64445
3745.58115,1.09189
3745.59402,-0.40095
3745.59665,-0.45162
3745.59689,-0.53757
3745.60165,-0.10494
3745.60976,0.29127
3745.61524,-0.15549
3745.61691,0.0986
3745.62383,0.25892
3745.6317,0.17014
3745.64338,0.10059
3745.6491,-0.50706
3745.65053,0.02727
3745.65172,0.1155
3745.6553,-0.49752
3745.65888,0.08769
3745.66293,-0.22744
3745.66436,0.01796
3745.66484,-0.4912
3745.67532,1.2926
3745.68009,1.03353
3745.68319,1.34383
3745.68558,-0.48465
3745.68701,0.08196
3745.68701,-0.4109
3745.69011,1.05845
3745.69154,0.72574
3745.69416,-0.0677
3745.69511,0.11492
3745.69678,0.5148
3745.71943,-0.53909
3745.72754,-0.18289
3745.72945,-0.26598
3745.7304,0.80115
3745.73255,-0.28894
3745.73422,0.11231
3745.73493,1.38764
3745.73755,0.11554
3745.73755,-0.53398
3745.75019,0.10888
3745.75639,-0.0648
3745.75806,-0.49784
3745.76068,0.08125
3745.76378,1.13155
3745.78333,-0.45906
3745.78452,0.03114
3745.785,-0.05134
3745.7943,-0.11757
3745.79477,-0.47089
3745.79501,0.09967
3745.79525,1.0245
3745.79859,-0.53068
3745.80479,0.099
3745.80669,-0.24168
3745.81122,-0.10225
3745.8117,-0.23142
3745.8179,0.11551
3745.82291,-0.40549
3745.82887,0.04751
3745.8334,1.38797
3745.83507,0.19672
3745.84675,-0.46046
3745.85247,1.30149
3745.87393,-0.23475
3745.87989,0.11472
3745.88418,0.11555
3745.89109,-0.46595
3745.89133,1.28809
3745.893,1.33974
3745.89562,-0.30769
3745.89658,0.68189
3745.89968,0.16476
3745.92471,1.20355
3745.9271,0.95236
3745.93139,0.11235
3745.93377,0.11553
3745.94045,-0.11847
3745.94641,1.18463
3745.94665,0.09339
3745.94784,0.50784
3745.95213,0.11549
3745.95666,-0.42712
3745.95761,0.0832
3745.95904,-0.56328
3745.9631,0.11437
3745.96405,1.30769
3745.96477,-0.41139
3745.96477,1.30749
3745.96834,0.10572
3745.97144,0.03837
3745.97359,1.18127
3745.97788,0.75469
3745.98169,1.21367
3745.99743,-0.40418
3745.99981,0.10502
3746.01412,1.35435
3746.01507,0.04538
3746.01698,-0.53332
3746.02628,0.11486
3746.03033,-0.02731
3746.03128,-0.40054
3746.03391,-0.3793
3746.03605,0.1134
3746.0475,0.00922
3746.05131,0.77018
3746.06013,1.26672
3746.07396,0.10308
3746.07778,0.7931
3746.09542,0.58744
3746.11425,-0.50723
3746.12045,-0.4713
3746.12212,0.11502
3746.12212,1.1634
3746.1431,-0.51408
3746.1431,0.47251
3746.14501,-0.47181
3746.14549,0.11486
3746.14954,0.03417
3746.16218,-0.39179
3746.16337,-0.34449
3746.16957,0.09216
3746.17171,0.94845
3746.17529,0.1087
3746.1791,-0.09358
3746.18554,-0.37022
3746.18578,1.36813
3746.18578,-0.51925
3746.20676,0.05856
3746.20891,0.09827
3746.20986,0.07792
3746.21177,1.08316
3746.22679,-0.49937
3746.22941,-0.46836
3746.23537,1.103
3746.23704,0.11499
3746.24276,1.34115
3746.24944,0.11431
3746.26636,-0.24561
3746.2678,0.11083
3746.26923,-0.52717
3746.27471,1.21164
3746.27924,-0.16509
3746.28115,1.29497
3746.28925,0.11514
3746.28973,0.22927
3746.29068,1.2517
3746.29116,-0.14378
3746.29378,-0.49996
3746.29617,-0.51868
3746.29688,-0.33154
3746.29712,0.67604
3746.29784,-0.1759
3746.3038,-0.3641
3746.3069,1.36976
3746.32716,0.11552
3746.33574,-0.03262
3746.33956,-0.2552
3746.34075,-0.53709
3746.3572,0.00769
3746.36292,-0.03959
3746.36483,0.11552
3746.37127,-0.01739
3746.37198,0.41403
3746.37389,0.1151
3746.37675,0.5615
3746.37675,-0.35247
3746.3851,0.76153
3746.38891,-0.31177
3746.38891,0.05087
3746.39225,-0.21804
3746.39535,0.87658
3746.39726,1.3474
3746.39726,0.205
3746.40155,-0.43798
3746.40346,0.09914
3746.40894,-0.31035
3746.41657,-0.53931
3746.41681,-0.01071
3746.42181,0.11475
3746.42229,0.07611
3746.42992,-0.46766
3746.43421,-0.21524
3746.4385,-0.10892
3746.43874,-0.46234
3746.4416,-0.3731
3746.44637,0.06978
3746.45209,-0.18375
3746.46115,-0.48117
3746.46187,-0.05245
3746.46449,-0.22684
3746.47856,-0.25035
3746.49,0.67266
3746.49525,0.92029
3746.49811,0.11554
3746.50574,-0.48804
3746.50717,0.05115
3746.50884,0.11553
3746.5167,0.79306
3746.51861,0.06643
3746.51933,1.24584
3746.53339,0.08124
3746.55175,0.06549
3746.55175,0.11103
3746.55509,1.33535
3746.56057,0.3159
3746.5651,0.74062
3746.56773,0.05422
3746.56844,1.32557
3746.57774,0.11552
3746.59181,-0.34269
3746.593,0.11555
3746.59681,0.71084
3746.60182,0.04102
3746.60349,0.0586
3746.6116,-0.18994
3746.61636,-0.25947
3746.61684,-0.47669
3746.62066,-0.42751
3746.62209,-0.4094
3746.62232,-0.32856
3746.62638,-0.10258
3746.63472,-0.3873
3746.63615,-0.27393
3746.64092,0.59985
3746.64474,-0.50138
3746.65165,-0.20982
3746.65403,0.91788
3746.6588,-0.42961
3746.66095,0.00858
3746.66333,0.10193
3746.66953,0.11554
3746.67001,0.11546
3746.68217,-0.21096
3746.69004,0.20134
3746.69075,-0.48763
3746.69242,0.29753
3746.69337,-0.49531
3746.69623,0.30678
3746.69814,-0.44909
3746.70005,0.74018
3746.70577,1.30709
3746.7165,0.11555
3746.71674,0.11385
3746.71793,-0.14633
3746.72341,0.09375
3746.72627,0.11121
3746.73462,-0.47346
3746.7351,0.50292
3746.7382,1.23989
3746.74249,0.15018
3746.74416,-0.52313
3746.74845,-0.42672
3746.75965,-0.06184
3746.76943,-0.36748
3746.78063,1.26285
3746.78159,-0.02956
3746.78683,-0.02022
3746.804,0.11492
3746.80567,0.39907
3746.80758,0.32668
3746.81282,-0.40191
3746.82474,-0.23994
3746.82713,0.99546
3746.82903,1.21044
3746.85025,-0.42374
3746.85121,0.04108
3746.85192,-0.18569
3746.85335,-0.25943
3746.85693,-0.15579
3746.86146,-0.4611
3746.86646,-0.34824
3746.86718,-0.53109
3746.86956,-0.25392
3746.86956,0.07815
3746.88005,0.0768
3746.88268,0.11499
3746.88864,1.26498
3746.90461,-0.44617
3746.90604,-0.41656
3746.91057,-0.44268
3746.91367,0.11506
3746.91725,-0.56191
3746.91939,0.11541
3746.92178,-0.01225
3746.92368,1.2417
3746.92893,-0.51944
3746.93108,0.05072
3746.9337,0.11487
3746.94014,0.09504
3746.94252,-0.46904
3746.94347,1.21889
3746.95086,-0.18722
3746.95206,0.7898
3746.95301,0.01572
3746.95492,-0.10145
3746.95659,0.11411
3746.95897,0.109
3746.96803,0.11452
3746.9759,-0.54027
3746.97852,0.11552
3746.984,1.37567
3747.00332,0.4486
3747.00761,1.02527
3747.00832,-0.11565
3747.00999,-0.17959
3747.01047,1.32884
3747.01357,0.02211
3747.01595,0.11393
3747.01858,-0.53044
3747.02144,1.31014
3747.03526,0.11543
3747.04266,0.48015
3747.04742,-0.00252
3747.04862,-0.53102
3747.05577,1.30971
3747.05625,-0.41396
3747.0696,1.17464
3747.07437,1.2265
3747.07746,0.02846
3747.0994,-0.3729
3747.10298,0.09649
3747.10751,1.00832
3747.1211,0.84961
3747.12276,-0.04358
3747.12872,1.25848
3747.13063,0.11128
3747.1323,1.31305
3747.13349,-0.24619
3747.13516,0.11537
3747.14255,-0.08906
3747.14303,-0.55379
3747.14398,1.34886
3747.14971,-0.38645
3747.15447,-0.51702
3747.15543,1.38297
3747.1664,-0.31425
3747.17164,-0.36185
3747.17784,0.11555
3747.18094,-0.438
3747.18523,-0.09877
3747.18571,0.0983
3747.18881,0.17414
3747.19143,1.29716
3747.19834,-0.01364
3747.20168,-0.34852
3747.2055,0.73606
3747.22409,0.11552
3747.22695,1.35107
3747.23387,-0.46422
3747.2353,1.28531
3747.25747,1.34506
3747.27631,0.08258
3747.28465,-0.13456
3747.28513,-0.24964
3747.28608,1.11326
3747.29657,-0.33021
3747.29919,0.11152
3747.30539,-0.51689
3747.31827,1.30531
3747.31946,0.06211
3747.32447,0.09893
3747.32757,-0.3718
3747.33496,1.25325
3747.33925,-0.20429
3747.33972,0.16059
3747.34163,-0.43198
3747.34759,-0.52469
3747.34783,-0.41225
3747.3495,-0.04666
3747.35212,0.08854
3747.35689,0.31531
3747.35761,-0.0766
3747.36881,-0.52149
3747.36905,-0.55027
3747.37048,-0.01073
3747.3712,-0.20592
3747.37167,0.11302
3747.3762,0.58988
3747.3774,0.92537
3747.38026,-0.34018
3747.38193,-0.02432
3747.40052,-0.42393
3747.40195,1.08046
3747.41197,-0.4913
3747.42079,-0.48613
3747.42532,-0.22643
3747.43199,0.11376
3747.43772,0.19382
3747.44344,0.64478
3747.44558,-0.50847
3747.44558,0.09516
3747.44821,0.27339
3747.44964,0.08398
3747.45321,0.69816
3747.4637,-0.33878
3747.4668,1.22094
3747.46847,1.37798
3747.47038,0.11555
3747.47038,0.11555
3747.49637,-0.19671
3747.49684,0.89358
3747.50423,0.99362
3747.50519,-0.54722
3747.50733,-0.5623
3747.51639,0.93328
3747.51663,-0.55331
3747.51806,0.10902
3747.52498,0.11516
3747.53046,-0.53728
3747.53189,-0.53614
3747.53308,-0.55698
3747.5462,-0.35335
3747.54858,0.09838
3747.54882,-0.48783
3747.54977,0.10777
3747.55096,-0.48007
3747.55144,0.06194
3747.55526,-0.53054
3747.55931,-0.00144
3747.5667,1.34328
3747.56718,-0.41257
3747.576,-0.40227
3747.581,1.14085
3747.58172,0.10252
3747.58577,1.33383
3747.59006,0.11542
3747.59078,1.0727
3747.60056,0.11541
3747.62297,-0.46778
3747.62559,-0.10702
3747.6306,0.6373
3747.63775,1.25467
3747.64728,0.04452
3747.64872,0.00976
3747.6542,0.11219
3747.65873,0.15508
3747.66135,-0.36589
3747.66684,1.378
3747.6716,0.11552
3747.67947,-0.02383
3747.68329,1.37391
3747.68734,0.02254
3747.68996,-0.20124
3747.69688,-0.22255
3747.69688,0.94799
3747.69735,-0.48484
3747.70904,0.0064
3747.71094,0.11369
3747.71333,-0.04907
3747.71786,-0.13099
3747.7212,-0.4244
3747.72191,1.3527
3747.72954,0.85662
3747.73717,0.71781
3747.73765,1.31923
3747.74408,1.38801
3747.75052,1.27686
3747.75267,0.43032
3747.77198,0.1149
3747.7746,-0.16498
3747.77675,0.00549
3747.77794,-0.39799
3747.77985,-0.38859
3747.78962,0.07004
3747.79177,-0.36783
3747.79344,0.06721
3747.79534,0.976
3747.79773,0.10538
3747.79773,-0.02892
3747.79868,-0.3514
3747.80035,0.03563
3747.80226,-0.48314
3747.8056,0.08853
3747.81108,0.64475
3747.81632,0.11301
3747.8168,1.25198
3747.82562,1.29327
3747.83278,-0.52773
3747.83325,0.11553
3747.84875,-0.44013
3747.8497,0.11554
3747.85018,-0.12715
3747.85996,-0.195
3747.86282,0.11255
3747.88427,1.03212
3747.89262,-0.32165
3747.89882,0.10393
3747.90144,0.11551
3747.91312,-0.40154
3747.9167,0.08581
3747.91908,-0.52577
3747.92337,1.34386
3747.92671,0.11554
3747.93601,-0.13412
3747.94364,-0.07615
3747.94579,-0.02971
3747.96033,-0.07013
3747.96724,-0.43162
3747.96915,0.09156
3747.97082,0.08196
3747.97273,0.11554
3747.97797,-0.00447
3747.98012,-0.28029
3747.99752,-0.48452
3747.99848,0.03529
3748.00253,-0.38574
3748.00468,1.28231
3748.00634,-0.41342
3748.00706,-0.28414
3748.00968,0.11434
3748.01159,-0.44815
3748.01803,0.00831
3748.02828,0.75811
3748.02923,0.11264
3748.03376,0.11554
3748.03472,1.36858
3748.04044,-0.5364
3748.04306,1.26845
3748.04616,-0.54183
3748.04735,-0.54583
3748.04997,-0.14716
3748.05117,0.11488
3748.05307,1.09835
3748.06428,-0.51107
3748.06666,0.11548
3748.07668,0.11555
3748.08955,1.2932
3748.09146,-0.4813
3748.09527,0.07905
3748.101,1.24165
3748.106,-0.13698
3748.10648,-0.42868
3748.10648,0.06546
3748.11172,0.11513
3748.1122,-0.50714
3748.11411,0.06786
3748.12222,0.11477
3748.12269,0.11554
3748.12984,-0.19749
3748.13008,-0.20436
3748.13056,-0.50075
3748.13795,1.33022
3748.14105,1.35731
3748.14296,0.03556
3748.14534,0.11548
3748.1494,0.11412
3748.15035,-0.24856
3748.15178,-0.29533
3748.16632,0.04462
3748.17109,-0.33248
3748.17252,-0.36904
3748.17467,0.06215
3748.17753,1.04507
3748.18134,1.25131
3748.18182,-0.53547
3748.19493,-0.01909
3748.19756,-0.33435
3748.19827,-0.09084
3748.20185,0.11423
3748.21401,0.11493
3748.21401,-0.14836
3748.21568,-0.06355
3748.22164,-0.21716
3748.2233,-0.29542
3748.22926,1.00685
3748.23141,0.07382
3748.2357,0.09879
3748.23594,0.32093
3748.24429,-0.48331
3748.245,0.04078
3748.24882,0.52915
3748.25621,-0.48166
3748.2574,0.88336
3748.25835,-0.09416
3748.26193,0.11539
3748.26479,-0.17559
3748.26741,-0.20525
3748.26908,-0.54463
3748.27385,-0.16844
3748.27576,0.00284
3748.27647,0.0615
3748.28362,0.70568
3748.28958,1.34765
3748.29626,0.08929
3748.30723,0.64628
3748.3089,-0.29154
3748.31939,0.11258
3748.32463,-0.37441
3748.32559,1.27551
3748.33632,1.02429
3748.33894,-0.41416
3748.34371,-0.51457
3748.34394,0.11248
3748.34919,-0.37736
3748.35062,-0.52354
3748.35277,-0.51343
3748.35753,-0.18471
3748.36016,-0.16389
3748.36373,-0.38969
3748.36492,0.11354
3748.36588,-0.46069
3748.3685,-0.5004
3748.37494,0.02776
3748.37518,-0.15564
3748.37732,0.17082
3748.37804,0.11348
3748.37828,0.42828
3748.38352,-0.15098
3748.3871,0.01174
3748.39711,-0.20523
3748.40045,0.1155
3748.40164,-0.54824
3748.40331,0.07194
3748.40379,0.11194
3748.40832,-0.52914
3748.41261,0.09994
3748.42787,0.11554
3748.43597,-0.11046
3748.43836,0.20336
3748.44027,0.29627
3748.44027,1.33731
3748.44313,-0.3248
3748.44313,0.66797
3748.44432,0.0508
3748.4467,0.11553
3748.44766,-0.30493
