#: table_doi: 10.17182/hepdata.113470.v1/t17
#: name: Fig 4a unbinned
#: description: $D^0 D^0$~mass distributions for selected candidates with the $D^0$ background subtracted by assigning the a weight to every candidate.
#: data_file: Fig_4a_unbinned.json
#: keyword reactions: P P --> Tcc+ X
#: keyword reactions: Tcc+ --> D0 D0 PI+
#: keyword observables: DN/DM
#: keyword cmenergies: 7000.0 | 8000.0 | 13000.0
#: keyword phrases: Inclusive | Proton-Proton Scattering | Invariant Mass Spectrum | Exotics | Tetraquark
$m_{D^0 D^0}$ [MEV],Weight []
3753.47018,-0.11716
3753.47066,-0.46787
3753.47424,0.68568
3753.48115,0.10724
3753.48186,0.24516
3753.50165,0.1135
3753.50475,0.1155
3753.5131,1.25876
3753.52335,0.11543
3753.52621,1.30206
3753.52716,-0.49427
3753.52764,0.11544
3753.52883,0.55799
3753.52931,-0.30756
3753.53599,0.10142
3753.54099,-0.48967
3753.54147,1.21912
3753.55053,-0.28608
3753.55744,-0.53017
3753.57342,-0.56447
3753.58295,0.11551
3753.58438,-0.35669
3753.5913,0.25416
3753.59821,-0.14696
3753.60227,0.02748
3753.6087,0.11546
3753.61276,-0.06652
3753.63469,-0.14231
3753.63803,-0.50611
3753.64065,0.0784
3753.64351,-0.2185
3753.64637,0.11517
3753.64637,-0.46017
3753.65186,-0.49778
3753.65305,0.11392
3753.65376,0.11502
3753.65591,0.82996
3753.66092,-0.05953
3753.66592,0.04978
3753.67308,0.07056
3753.67451,0.83662
3753.67475,0.054
3753.67999,0.11491
3753.68905,0.0607
3753.69334,-0.34919
3753.69358,0.30758
3753.69692,-0.15744
3753.70264,0.07697
3753.70288,0.11039
3753.71599,-0.42428
3753.71671,0.09732
3753.72314,-0.42236
3753.7241,0.11536
3753.72553,-0.08322
3753.73149,0.88009
3753.73626,-0.50811
3753.74198,0.63718
3753.74246,1.3818
3753.74436,1.34407
3753.7477,1.05595
3753.74889,1.17156
3753.75414,-0.54743
3753.75533,-0.14632
3753.7601,-0.55047
3753.76177,-0.45696
3753.76487,-0.14689
3753.76534,1.38199
3753.77488,-0.45315
3753.78418,1.23009
3753.79038,-0.4688
3753.79109,0.9551
3753.79348,0.08922
3753.79968,0.11553
3753.80182,-0.54196
3753.80659,-0.34584
3753.80707,1.0243
3753.80731,0.20483
3753.80778,0.11549
3753.81041,0.43722
3753.8116,-0.29409
3753.8135,-0.56241
3753.81398,0.0618
3753.82447,0.48883
3753.82471,-0.14232
3753.82686,0.11395
3753.82924,1.0266
3753.82948,0.11554
3753.8321,-0.09807
3753.83401,0.1153
3753.84021,-0.00371
3753.84116,-0.48287
3753.85165,-0.50562
3753.85213,0.2065
3753.85499,-0.49293
3753.85833,1.11835
3753.86334,1.37
3753.86334,-0.37108
3753.86453,1.38426
3753.8693,0.00989
3753.87073,0.81238
3753.87692,-0.07013
3753.87788,0.10709
3753.88026,1.29523
3753.89218,0.07302
3753.8929,-0.39804
3753.89552,1.08693
3753.8991,-0.38887
3753.90053,0.36907
3753.9072,-0.36956
3753.9146,1.33936
3753.92461,0.26181
3753.92675,0.11553
3753.93295,-0.29019
3753.9413,1.27293
3753.94464,0.0233
3753.95179,0.11548
3753.95513,0.08997
3753.95703,0.11539
3753.96132,1.25237
3753.96991,0.08878
3753.98779,0.04064
3754.004,0.30048
3754.01092,0.03808
3754.01163,1.30795
3754.01783,0.10859
3754.01902,0.10365
3754.01926,-0.00507
3754.02904,0.1155
3754.02904,-0.46166
3754.02951,0.00461
3754.03142,1.27746
3754.0412,0.12145
3754.04191,-0.02476
3754.04406,1.02549
3754.04525,0.05712
3754.05192,0.24268
3754.05741,0.11262
3754.06051,0.03973
3754.07004,0.05574
3754.08435,-0.50301
3754.08435,-0.24115
3754.08864,0.08442
3754.08888,-0.00381
3754.09293,-0.06802
3754.09603,-0.08774
3754.09651,-0.48822
3754.1008,-0.00783
3754.11558,-0.4669
3754.11606,-0.09765
3754.1163,-0.39594
3754.12059,-0.27838
3754.12226,0.1074
3754.12321,1.23043
3754.13108,0.08182
3754.14395,0.11498
3754.14419,1.1736
3754.15039,1.20009
3754.1635,1.24233
3754.16374,-0.19181
3754.17638,1.22831
3754.18997,0.09905
3754.19378,-0.46918
3754.19402,-0.35744
3754.19426,-0.1346
3754.19521,0.33938
3754.19545,0.1155
3754.20117,-0.53464
3754.20642,-0.12972
3754.21,0.11266
3754.22072,-0.28516
3754.22502,0.64147
3754.22812,-0.01087
3754.22883,1.26048
3754.22883,-0.35831
3754.2305,0.50635
3754.23288,-0.33115
3754.23431,1.22782
3754.23455,1.11015
3754.24409,-0.4729
3754.24624,0.86179
3754.25482,-0.41806
3754.27556,-0.12907
3754.28271,-0.52627
3754.28486,1.18531
3754.29511,0.11554
3754.30632,-0.0616
3754.31204,0.88259
3754.31824,1.37994
3754.31848,0.04888
3754.31848,-0.28858
3754.31871,0.09597
3754.32372,0.06824
3754.3261,0.49824
3754.32849,0.08949
3754.33135,0.99852
3754.33993,-0.29424
3754.34089,1.38144
3754.34208,0.11553
3754.34637,0.14249
3754.34709,-0.44394
3754.35495,-0.19071
3754.35567,0.10871
3754.35924,0.0654
3754.36211,-0.5059
3754.36616,0.11796
3754.37951,-0.40349
3754.38333,0.73318
3754.3869,0.47714
3754.38952,-0.50082
3754.39429,0.91903
3754.39763,0.11548
3754.39858,-0.00221
3754.40049,0.09502
3754.40192,-0.49306
3754.41146,0.11545
3754.41313,0.11541
3754.42648,-0.5539
3754.42767,0.08373
3754.42815,1.03424
3754.42934,-0.53559
3754.43602,1.09496
3754.44198,0.8964
3754.4477,0.5803
3754.45819,0.11552
3754.46081,0.92419
3754.46248,-0.30266
3754.46582,0.10311
3754.47035,0.33661
3754.47464,1.38391
3754.47726,1.3829
3754.48036,1.36099
3754.48203,0.11555
3754.48608,0.86064
3754.48966,-0.55074
3754.51136,0.11386
3754.5197,-0.36177
3754.52375,-0.51246
3754.52399,-0.39959
3754.52423,-0.34969
3754.52495,-0.16605
3754.52972,-0.50181
3754.53353,-0.2413
3754.5445,-0.26897
3754.54903,0.11086
3754.55117,-0.39235
3754.55475,-0.19304
3754.55475,-0.50708
3754.5557,1.35341
3754.55618,-0.42267
3754.56309,-0.52795
3754.57239,0.00358
3754.57859,0.22626
3754.58145,0.83231
3754.58384,0.11399
3754.59456,-0.50285
3754.60291,0.91863
3754.6196,-0.15265
3754.62103,0.00013
3754.62246,0.61448
3754.62556,0.11142
3754.6289,-0.04797
3754.6382,0.19929
3754.67753,1.09829
3754.68111,0.10442
3754.68373,1.21989
3754.68588,-0.24484
3754.68969,-0.22976
3754.68969,-0.2518
3754.69518,0.11344
3754.69661,-0.50124
3754.69708,0.04188
3754.71067,-0.30564
3754.71783,1.31358
3754.72856,0.44442
3754.73166,1.19375
3754.73237,1.15885
3754.73309,1.28253
3754.73785,-0.46707
3754.73833,0.98236
3754.74,1.37728
3754.74072,0.11203
3754.74548,-0.47482
3754.7462,-0.12595
3754.74691,0.08881
3754.75311,-0.37118
3754.75407,0.95865
3754.75645,-0.41269
3754.7636,1.18523
3754.76408,-0.45114
3754.77195,0.01886
3754.78292,-0.00374
3754.78411,-0.20958
3754.78482,-0.30378
3754.78888,0.01879
3754.79245,1.22972
3754.81272,-0.49285
3754.81606,0.24795
3754.82035,-0.30966
3754.82988,-0.53277
3754.83179,-0.4504
3754.83418,1.22213
3754.83656,1.35832
3754.8604,-0.40487
3754.87089,0.11212
3754.87757,0.07928
3754.87948,0.10822
3754.88067,-0.56041
3754.8821,-0.41913
3754.88877,-0.55488
3754.89092,-0.47978
3754.89807,1.10482
3754.89879,1.26836
3754.90117,-0.53778
3754.91977,-0.47825
3754.92191,0.383
3754.92716,0.15485
3754.92978,0.03063
3754.93455,0.11538
3754.94099,-0.52734
3754.94218,0.33829
3754.95815,-0.49528
3754.95887,1.20091
3754.96411,0.03884
3754.96483,0.15291
3754.96697,-0.39933
3754.97699,-0.48238
3754.98104,-0.372
3754.98724,0.04741
3754.99082,0.18307
3754.99415,-0.10398
3754.99535,-0.45921
3755.00107,0.04598
3755.0075,-0.16325
3755.0168,-0.51675
3755.01943,1.05196
3755.02777,0.07144
3755.03206,-0.26533
3755.03516,0.11212
3755.0354,-0.25692
3755.03707,0.1155
3755.04065,-0.34385
3755.04851,-0.45506
3755.05376,1.34718
3755.05447,0.87709
3755.06663,0.11156
3755.07116,0.1155
3755.07164,0.11541
3755.08475,1.20624
3755.08594,1.11305
3755.08594,-0.48051
3755.08785,0.08861
3755.09048,1.22256
3755.09238,0.00516
3755.09334,-0.09658
3755.09834,1.2176
3755.09977,0.10358
3755.1055,-0.01429
3755.10573,-0.03792
3755.10645,0.11286
3755.11122,-0.422
3755.1167,-0.32219
3755.11908,-0.49608
3755.11956,0.11549
3755.13887,0.84411
3755.14674,-0.3382
3755.14865,-0.24772
3755.15938,0.04774
3755.16462,0.10407
3755.16486,1.01482
3755.16748,0.11528
3755.17392,0.11553
3755.17464,-0.36878
3755.17702,-0.05393
3755.1775,0.11466
3755.1887,-0.27207
3755.19347,0.06536
3755.19443,-0.55308
3755.19705,1.37881
3755.21135,-0.0889
3755.22113,-0.54865
3755.22709,-0.37306
3755.22924,-0.29048
3755.24521,0.11429
3755.2464,0.09875
3755.25284,0.0854
3755.25474,-0.48592
3755.26047,-0.32306
3755.26094,0.00068
3755.26476,1.26586
3755.2762,0.83521
3755.28121,-0.12442
3755.28884,0.52476
3755.28932,0.75525
3755.29003,-0.17963
3755.29265,1.31979
3755.29456,-0.07625
3755.30028,0.35333
3755.30815,-0.1175
3755.30815,-0.15122
3755.31745,-0.4661
3755.31745,0.11282
3755.32532,0.01416
3755.32603,0.11555
3755.32699,-0.14458
3755.32913,-0.37011
3755.33605,1.17795
3755.33915,1.22734
3755.34105,0.10434
3755.34678,1.06426
3755.34868,0.11342
3755.35011,-0.44976
3755.3513,1.01441
3755.35154,0.95361
3755.35226,-0.31245
3755.35703,-0.50578
3755.36084,1.32586
3755.36656,-0.1414
3755.3699,0.11244
3755.38087,0.06022
3755.38325,-0.45071
3755.38754,-0.0507
3755.39112,-0.25567
3755.39422,-0.46006
3755.39684,0.1147
3755.39732,-0.10278
3755.40137,-0.50207
3755.40304,1.28127
3755.41401,0.11546
3755.41711,0.10435
3755.42831,0.11527
3755.42998,0.53201
3755.43642,-0.24663
3755.43809,0.0981
3755.44524,0.11554
3755.44715,0.11521
3755.45192,-0.1247
3755.45216,0.11552
3755.45382,0.11304
3755.45406,-0.26397
3755.4574,0.39362
3755.46384,0.06944
3755.47433,0.74732
3755.47481,-0.4192
3755.47576,0.11529
3755.47886,1.0376
3755.48124,1.04374
3755.48577,1.19799
3755.48911,1.116
3755.48935,0.03668
3755.48959,-0.12545
3755.49507,-0.53861
3755.49746,-0.49204
3755.49841,-0.10557
3755.49936,1.26354
3755.50079,0.07948
3755.50842,-0.46592
3755.51295,0.10194
3755.52154,0.87123
3755.52225,0.11031
3755.52774,-0.02853
3755.53155,-0.49458
3755.53513,-0.54117
3755.5418,-0.24096
3755.54252,-0.52928
3755.55325,-0.14814
3755.5542,-0.13834
3755.56684,-0.50454
3755.56755,0.11446
3755.56827,-0.12512
3755.57518,0.62543
3755.57828,0.5117
3755.58066,0.08579
3755.5809,-0.50154
3755.5809,0.0945
3755.58877,-0.50256
3755.59306,1.34162
3755.59831,0.41531
3755.60212,0.10186
3755.60451,0.02392
3755.60522,1.20601
3755.60927,-0.49705
3755.61428,1.36615
3755.61595,1.31345
3755.62453,0.0859
3755.62716,1.04513
3755.62978,0.04177
3755.63979,0.08916
3755.64551,-0.41096
3755.64599,1.1366
3755.64671,0.82704
3755.66506,-0.49173
3755.67317,0.55877
3755.67532,1.12162
3755.67698,-0.42854
3755.68318,-0.17901
3755.68867,0.02416
3755.69177,0.98356
3755.69534,-0.52235
3755.69582,0.07598
3755.69749,-0.4873
3755.6994,0.36213
3755.7044,-0.5604
3755.70464,0.10704
3755.70607,0.11551
3755.71156,0.09127
3755.7137,0.11546
3755.72085,1.34349
3755.72133,0.089
3755.72157,0.04696
3755.72348,0.11527
3755.72729,-0.22268
3755.73468,-0.46819
3755.74017,1.3423
3755.74136,-0.13065
3755.7416,-0.21035
3755.75876,-0.11341
3755.75924,-0.30918
3755.76353,-0.02393
3755.79262,-0.17472
3755.79596,1.25549
3755.8012,0.11552
3755.80454,-0.46766
3755.80812,1.11438
3755.80907,-0.16628
3755.81121,-0.48186
3755.81145,0.08274
3755.81264,1.38028
3755.81336,0.87259
3755.8217,0.11537
3755.82194,-0.31517
3755.82695,0.33544
3755.82719,0.01278
3755.8279,-0.49768
3755.82814,-0.31178
3755.83029,0.11527
3755.831,-0.13363
3755.83172,-0.37425
3755.83386,-0.18103
3755.83887,-0.10022
3755.84316,-0.18787
3755.84555,0.1154
3755.84817,0.10985
3755.85222,0.95508
3755.8527,0.41773
3755.85413,0.11524
3755.85461,1.36145
3755.85628,0.63544
3755.85794,1.37771
3755.85818,-0.05716
3755.85938,-0.4849
3755.85985,0.66843
3755.86247,0.11551
3755.86295,0.11548
3755.86367,-0.26687
3755.8639,0.10775
3755.867,0.09903
3755.87726,-0.26807
3755.87845,-0.4891
3755.88489,-0.16094
3755.88894,0.06681
3755.89132,0.1142
3755.89943,1.38427
3755.9104,0.07499
3755.92256,-0.48925
3755.9247,0.10625
3755.92685,0.11489
3755.93018,-0.41192
3755.94068,-0.29393
3755.94091,0.03337
3755.94449,0.8313
3755.94664,1.30242
3755.95355,0.09552
3755.96261,0.79208
3755.96404,0.91934
3755.96642,0.03194
3755.96666,1.33613
3755.96786,-0.50358
3755.97167,0.92679
3755.97429,1.36471
3755.98192,-0.28291
3755.99027,-0.40519
3755.99265,0.11448
3755.99527,-0.24568
3755.99599,1.17091
3755.99909,-0.24597
3755.99956,0.11542
3756.00028,0.02162
3756.00338,0.0779
3756.00338,1.31178
3756.00958,0.11492
3756.01458,-0.07804
3756.01673,-0.50537
3756.02031,0.1155
3756.02341,0.34965
3756.02364,0.09708
3756.02412,0.83088
3756.03223,-0.00897
3756.04057,1.37409
3756.04129,0.17287
3756.05011,1.15014
3756.05988,1.2796
3756.06298,0.09365
3756.06918,-0.54986
3756.07681,0.11553
3756.08087,0.05775
3756.08254,-0.24369
3756.08444,0.01129
3756.09612,0.72317
3756.10495,0.08516
3756.1059,-0.4528
3756.10781,-0.51058
3756.1214,0.11428
3756.12283,0.115
3756.12354,0.05887
3756.12974,1.12214
3756.1419,0.33238
3756.1419,-0.50018
3756.14762,-0.55732
3756.15215,1.25898
3756.15597,1.05448
3756.1636,0.11413
3756.16527,1.05417
3756.16598,0.10456
3756.16741,-0.08899
3756.16884,0.04318
3756.17981,-0.0597
3756.18076,0.03338
3756.18863,0.56527
3756.19531,-0.55381
3756.19721,-0.48189
3756.20222,-0.00126
3756.2027,-0.09257
3756.20508,1.30808
3756.21247,-0.52774
3756.21271,0.90106
3756.22249,-0.51354
3756.22487,0.31229
3756.2325,-0.41204
3756.23727,0.73117
3756.24228,0.11534
3756.24561,-0.47503
3756.25539,0.1532
3756.25801,1.25031
3756.25968,1.29978
3756.26612,1.3874
3756.2685,0.3085
3756.27398,0.00566
3756.28042,-0.32538
3756.28638,-0.19527
3756.28781,-0.23114
3756.29234,-0.31184
3756.29306,0.11183
3756.29687,1.17816
3756.29854,0.07416
3756.3014,-0.02544
3756.30426,1.32102
3756.30498,-0.20745
3756.30546,-0.49695
3756.31094,1.36001
3756.31261,-0.50754
3756.31642,0.6196
3756.31905,0.14373
3756.31952,0.6266
3756.32167,1.17021
3756.32691,0.32533
3756.3293,-0.34131
3756.33001,0.10906
3756.3312,0.11456
3756.33168,0.05164
3756.34122,-0.34092
3756.34241,-0.0165
3756.35171,1.38624
3756.3684,0.72455
3756.37388,1.06342
3756.37937,0.11552
3756.37937,1.17302
3756.38246,-0.20628
3756.38413,0.17606
3756.39343,-0.2264
3756.39796,1.15441
3756.39939,-0.15034
3756.40392,-0.38905
3756.40559,-0.30657
3756.40774,-0.47739
3756.42371,-0.51868
3756.42562,0.11279
3756.42657,-0.51789
3756.42681,-0.07095
3756.43039,0.57119
3756.4323,0.11554
3756.43682,-0.49869
3756.4404,0.0234
3756.45375,0.0321
3756.45638,0.1151
3756.45995,0.1141
3756.46925,-0.41677
3756.47688,1.28903
3756.48689,0.11229
3756.49071,0.07412
3756.52242,-0.48126
3756.52528,-0.48921
3756.52599,-0.30552
3756.52909,0.11322
3756.53934,1.36225
3756.54101,0.11553
3756.54221,-0.09902
3756.54435,0.07734
3756.55103,-0.5289
3756.55436,1.29658
3756.5546,-0.02473
3756.55675,0.00176
3756.56629,-0.55631
3756.57201,0.0938
3756.57749,-0.19658
3756.5887,0.95146
3756.58941,-0.08576
3756.59656,0.03949
3756.59704,0.11527
3756.59966,0.11446
3756.60634,-0.43436
3756.60682,-0.22671
3756.60706,-0.30149
3756.61016,0.09639
3756.61516,0.62791
3756.62136,0.21893
3756.62756,-0.44679
3756.62875,0.11554
3756.62923,0.11555
3756.64496,0.57335
3756.64759,0.11554
3756.65021,0.07747
3756.65474,0.09513
3756.65617,0.58324
3756.65736,0.0579
3756.66404,-0.02557
3756.6669,-0.04161
3756.67071,0.89635
3756.67763,-0.12992
3756.68096,-0.49137
3756.68144,1.35097
3756.6843,-0.00961
3756.70075,0.11503
3756.71482,1.12325
3756.71744,-0.49622
3756.7203,-0.41036
3756.7215,1.27139
3756.72245,-0.36148
3756.72483,0.11507
3756.72507,-0.50527
3756.72626,0.09951
3756.72817,-0.00237
3756.72889,-0.45103
3756.73222,0.40063
3756.73461,-0.34363
3756.74415,-0.48857
3756.74653,-0.51794
3756.74796,-0.38239
3756.74868,0.08933
3756.75225,0.10588
3756.75774,0.51238
3756.76417,-0.55255
3756.77443,-0.12832
3756.77538,0.1103
3756.78015,0.11048
3756.78253,-0.25341
3756.78301,0.07544
3756.78754,-0.2676
3756.78825,1.24326
3756.79207,0.07082
3756.80661,-0.16267
3756.81114,1.1205
3756.81424,1.3888
3756.81639,0.01582
3756.81901,-0.06113
3756.82163,0.24321
3756.82187,1.36962
3756.82521,0.08469
3756.82902,-0.50606
3756.83022,0.08593
3756.83403,0.98102
3756.84619,1.2545
3756.85215,0.53037
3756.85644,0.95002
3756.85811,-0.30864
3756.86717,0.87131
3756.8686,0.30326
3756.86884,1.05078
3756.87146,-0.50552
3756.8717,-0.02761
3756.87528,-0.43839
3756.87623,0.10644
3756.8779,-0.45874
3756.88052,0.11198
3756.89197,-0.36134
3756.8922,-0.39908
3756.90007,1.26041
3756.90341,-0.0174
3756.91533,1.37453
3756.91748,1.28325
3756.92153,0.0509
3756.92582,-0.3901
3756.93178,-0.38329
3756.93226,0.11552
3756.93655,-0.49367
3756.93893,-0.52664
3756.94156,-0.16571
3756.94442,-0.48388
3756.94513,1.11914
3756.94561,-0.49427
3756.95896,0.8561
3756.96492,1.33963
3756.9685,-0.25282
3756.97088,-0.48964
3756.98161,-0.52929
3756.989,-0.00492
3756.99377,-0.14441
3756.99472,1.10589
3756.99973,0.10122
3757.0045,-0.45651
3757.01118,-0.23629
3757.02381,-0.07796
3757.02429,0.11554
3757.0262,0.11545
3757.03144,-0.06991
3757.03382,1.20081
3757.04026,0.02613
3757.04026,-0.02784
3757.0405,1.37779
3757.04241,0.7293
3757.04408,1.27966
3757.04551,-0.27761
3757.04837,-0.44249
3757.05242,1.09197
3757.0579,1.12604
3757.06363,0.11404
3757.06458,1.02258
3757.06554,0.93695
3757.07245,-0.51468
3757.08198,-0.10556
3757.08246,0.06309
3757.0827,1.30143
3757.08413,0.14577
3757.08413,-0.16083
3757.08699,0.09207
3757.09367,0.02034
3757.10082,-0.30632
3757.10154,1.12635
3757.11083,0.00531
3757.11203,-0.41502
3757.11346,0.64425
3757.12323,-0.4153
3757.1249,0.0928
3757.1249,-0.46024
3757.12752,-0.04316
3757.14207,0.66802
3757.14707,0.11555
3757.14922,0.00627
3757.15208,0.26193
3757.15566,1.33897
3757.15661,-0.45859
3757.15733,-0.40781
3757.15923,0.11551
3757.17163,1.21748
3757.17402,-0.1989
3757.17473,-0.40939
3757.17664,0.04363
3757.17688,1.28369
3757.18689,1.013
3757.19452,-0.40988
3757.19976,0.70554
3757.20859,0.11437
3757.2093,1.36722
3757.23219,0.59976
3757.23624,0.11554
3757.23672,-0.33022
3757.23743,0.07848
3757.23839,-0.31402
3757.2453,-0.11738
3757.2453,0.10159
3757.26938,0.42461
3757.2701,0.07356
3757.272,-0.0956
3757.27367,0.44305
3757.27487,1.23085
3757.2782,0.1154
3757.30467,-0.5028
3757.30681,0.3533
3757.30681,0.11554
3757.31492,-0.04196
3757.32184,-0.48994
3757.32231,0.00431
3757.32374,1.04283
3757.3247,0.11482
3757.32589,-0.48349
3757.339,0.09523
3757.33972,1.37744
3757.34067,-0.32731
3757.34663,0.61732
3757.34925,0.11548
3757.35044,-0.08754
3757.35617,-0.43721
3757.35903,-0.47652
3757.3607,0.10552
3757.37262,0.57768
3757.37524,-0.44428
3757.38096,0.59332
3757.38168,-0.05803
3757.38478,-0.51333
3757.38525,1.31064
3757.38597,-0.44213
3757.38907,-0.2241
3757.39264,-0.48879
3757.40194,0.10847
3757.4048,-0.17576
3757.41959,1.38812
3757.4203,0.16721
3757.42054,0.11075
3757.43723,0.09674
3757.44796,0.02051
3757.44844,-0.43868
3757.4501,0.11066
3757.4513,-0.53568
3757.4532,0.03511
3757.46369,-0.17395
3757.46489,0.40685
3757.47442,-0.35171
3757.4749,0.07008
3757.48372,1.35631
3757.48849,1.36579
3757.49302,-0.05367
3757.49516,-0.47396
3757.49683,-0.32812
3757.50375,-0.50635
3757.50566,1.18141
3757.50804,-0.32257
3757.51615,-0.44438
3757.52568,-0.3773
3757.52783,0.00596
3757.5283,-0.21492
3757.52878,0.07489
3757.5295,1.1886
3757.52974,1.2929
3757.54094,1.1797
3757.54619,0.81552
3757.54833,1.37912
3757.54833,0.28976
3757.54929,0.03479
3757.55572,-0.42024
3757.55692,0.4658
3757.56073,-0.18462
3757.56121,0.05418
3757.56288,1.2036
3757.56598,0.02568
3757.57003,-0.00092
3757.57551,-0.4495
3757.57599,0.09761
3757.57694,0.23494
3757.58219,1.37118
3757.58266,-0.23744
3757.58314,0.84966
3757.58862,-0.37289
3757.5891,0.8926
3757.59029,-0.12796
3757.59482,0.09227
3757.60078,0.42326
3757.60198,-0.42519
3757.60317,0.0818
3757.60651,-0.48653
3757.60746,-0.2453
3757.61008,0.2145
3757.61485,0.11552
3757.61676,0.02436
3757.62486,-0.23144
3757.62582,-0.46887
3757.62653,-0.17465
3757.63082,-0.0342
3757.63416,-0.466
3757.63536,0.1155
3757.63631,0.73139
3757.64489,-0.11395
3757.64871,1.09078
3757.65038,0.09978
3757.65395,0.96102
3757.65538,-0.28081

